id,Precision,Recall,F1,FalsePositives,FalseNegatives,Truth,Predicted
P08-1035,1.0,1.0,1.0,,,t nomoto,t nomoto
S10-1097,1.0,1.0,1.0,,,a pak|p paroubek,a pak|p paroubek
P06-2041,1.0,1.0,1.0,,,j hall|j nivre|j nilsson,j hall|j nivre|j nilsson
C02-1066,1.0,1.0,1.0,,,e jaeger|n francez|s wintner,e jaeger|n francez|s wintner
E89-1007,1.0,1.0,1.0,,,g ritchie,g ritchie
W11-2037,1.0,1.0,1.0,,,r artstein,r artstein
P10-1050,1.0,1.0,1.0,,,n kaji|y fujiwara|n yoshinaga|m kitsuregawa,n kaji|y fujiwara|n yoshinaga|m kitsuregawa
W02-0708,0.7777777777777778,0.875,0.823529411764706,e pianta|d wallace,d pianta,l levin|d gates|d pianta|r cattoni|n mana|k peterson|a lavie|f pianesi,l levin|d gates|d wallace|k peterson|a lavie|f pianesi|e pianta|r cattoni|n mana
P13-1083,1.0,1.0,1.0,,,a tamura|t watanabe|e sumita|h takamura|m okumura,a tamura|t watanabe|e sumita|h takamura|m okumura
N12-1077,1.0,1.0,1.0,,,w yih|v qazvinian,w yih|v qazvinian
W05-1202,1.0,1.0,1.0,,,j weeds|d weir|b keller,j weeds|d weir|b keller
W09-3415,1.0,1.0,1.0,,,p jaimai|o chimeddorj,p jaimai|o chimeddorj
H91-1021,1.0,1.0,1.0,,,l norton|m linebarger|d dahl|n nguyen,l norton|m linebarger|d dahl|n nguyen
P94-1003,1.0,1.0,1.0,,,c grover|c brew|s manandhar|m moens,c grover|c brew|s manandhar|m moens
W06-1515,1.0,1.0,1.0,,,l kallmeyer|f richter,l kallmeyer|f richter
C10-1050,1.0,1.0,1.0,,,k hayashi|h tsukada|k sudoh|k duh|s yamamoto,k hayashi|h tsukada|k sudoh|k duh|s yamamoto
P09-1025,1.0,1.0,1.0,,,n mcintyre|m lapata,n mcintyre|m lapata
P06-2125,1.0,1.0,1.0,,,j zhu|j li,j zhu|j li
L08-1554,0.0,0.0,0.0,a cosmin|s bejan|harabagiu,c bejan|s harabagiu,c bejan|s harabagiu,a cosmin|s bejan|harabagiu
W08-0125,1.0,1.0,1.0,,,r fernandez|m frampton|p ehlen|m purver|s peters,r fernandez|m frampton|p ehlen|m purver|s peters
W03-0418,1.0,1.0,1.0,,,d jones|c thompson,d jones|c thompson
I05-1049,1.0,1.0,1.0,,,s venkatapathy|a joshi,s venkatapathy|a joshi
C10-1034,1.0,1.0,1.0,,,y duan|l jiang|t qin|m zhou|h shum,y duan|l jiang|t qin|m zhou|h shum
W07-2062,1.0,1.0,1.0,,,d pighin|a moschitti|r basili,d pighin|a moschitti|r basili
L08-1229,1.0,1.0,1.0,,,h hammarstrom|c thornell|m petzell|t westerlund,h hammarstrom|c thornell|m petzell|t westerlund
D13-1035,1.0,1.0,1.0,,,a cadilhac|n asher|f benamara|a lascarides,a cadilhac|n asher|f benamara|a lascarides
W04-1313,1.0,1.0,1.0,,,a xanthos,a xanthos
W07-0720,0.5714285714285714,0.5,0.5333333333333333,r banchs|m costa-juss|j mari,r banches|m costa jussa|r|j marino,m costa jussa|j crego|p lambert|m khalilov|j fonollosa|r|j marino|r banches,m costa-juss|j crego|p lambert|m khalilov|j fonollosa|j mari|r banchs
P13-2013,1.0,1.0,1.0,,,o biran|k mckeown,o biran|k mckeown
W06-1627,1.0,1.0,1.0,,,h zhang|d gildea,h zhang|d gildea
W05-1302,0.6666666666666666,0.6666666666666666,0.6666666666666666,j casta,j castano,b wellner|j castano|j pustejovsky,b wellner|j casta|j pustejovsky
W10-4332,1.0,1.0,1.0,,,g putois|r laroche|p bretier,g putois|r laroche|p bretier
W12-2402,0.0,0.0,0.0,d movshovitz-attias|w cohen,d movshovitz attias|w w cohen,d movshovitz attias|w w cohen,d movshovitz-attias|w cohen
W01-0714,1.0,1.0,1.0,,,d klein|c manning,d klein|c manning
L08-1159,1.0,1.0,1.0,,,l devillers|j martin,l devillers|j martin
W06-1521,1.0,1.0,1.0,,,s salvati,s salvati
W08-1605,1.0,1.0,1.0,,,s quarteroni,s quarteroni
C04-1196,1.0,1.0,1.0,,,o popescu|v aleven|k koedinger,o popescu|v aleven|k koedinger
P02-1064,1.0,1.0,1.0,,,m sassano,m sassano
D11-1048,1.0,1.0,1.0,,,b rink|s harabagiu,b rink|s harabagiu
W09-2506,1.0,1.0,1.0,,,s thater|g dinu|m pinkal,s thater|g dinu|m pinkal
C90-1019,1.0,1.0,1.0,,,p zweigenbaum|m cavazza,p zweigenbaum|m cavazza
S10-1050,1.0,1.0,1.0,,,y chen|m lan|j su|z zhou|y xu,y chen|m lan|j su|z zhou|y xu
W12-6209,1.0,1.0,1.0,,,k beesley,k beesley
H91-1028,0.5,0.5,0.5,c gnoulet,c gagnoulet,c gagnoulet|c sorin,c gnoulet|c sorin
W05-1517,1.0,1.0,1.0,,,r watson|j carroll|t briscoe,r watson|j carroll|t briscoe
E95-1031,0.4,0.5,0.4444444444444445,j kweon|k joo|l cheol,k lee|c kweon,k lee|c kweon|j seo|g kim,k joo|l cheol|j kweon|j seo|g kim
W07-1705,1.0,1.0,1.0,,,m marciniak|a mykowiecka,m marciniak|a mykowiecka
P03-2031,1.0,1.0,1.0,,,j an|s lee|g lee,j an|s lee|g lee
W10-2910,1.0,1.0,1.0,,,r johansson|a moschitti,r johansson|a moschitti
P13-2151,1.0,1.0,1.0,,,r daland|k zuraw,r daland|k zuraw
S12-1087,1.0,1.0,1.0,,,a caputo|p basile|g semeraro,a caputo|p basile|g semeraro
W06-1504,1.0,1.0,1.0,,,d chiang,d chiang
W04-2113,1.0,1.0,1.0,,,m maxwell|w poser,m maxwell|w poser
P00-1065,1.0,1.0,1.0,,,d gildea|d jurafsky,d gildea|d jurafsky
W10-3105,1.0,1.0,1.0,,,v vincze,v vincze
P06-4016,1.0,1.0,1.0,,,e wehrli,e wehrli
P13-1134,1.0,1.0,1.0,,,s hartmann|i gurevych,s hartmann|i gurevych
W04-2807,0.6666666666666666,0.6666666666666666,0.6666666666666666,o babko-malaya,o babko malaya,m palmer|o babko malaya|h dang,m palmer|o babko-malaya|h dang
W06-2911,0.0,0.0,0.0,r kubota|a,r ando,r ando,r kubota|a
H94-1068,1.0,1.0,1.0,,,c che|q lin|j pearson|b de vries|j flanagan,c che|q lin|j pearson|b de vries|j flanagan
W93-0114,1.0,1.0,1.0,,,w paik|e liddy|e yu|m mckenna,w paik|e liddy|e yu|m mckenna
P98-2151,1.0,1.0,1.0,,,k nagao|k hasida,k nagao|k hasida
N12-2006,1.0,1.0,1.0,,,w packard,w packard
W09-3953,1.0,1.0,1.0,,,j hu|r passonneau|o rambow,j hu|r passonneau|o rambow
L08-1502,0.0,0.0,0.0,m alzghool|d inkpen,f schiel|c heinrich|s barfusser|t gilg,f schiel|c heinrich|s barfusser|t gilg,m alzghool|d inkpen
C00-2098,1.0,1.0,1.0,,,t ruland,t ruland
P11-2061,1.0,1.0,1.0,,,n uzzaman|j allen,n uzzaman|j allen
W12-1620,1.0,1.0,1.0,,,f morbini|e forbell|d devault|k sagae|d traum|a rizzo,f morbini|e forbell|d devault|k sagae|d traum|a rizzo
P12-2042,1.0,1.0,1.0,,,c chiarcos,c chiarcos
D10-1019,1.0,1.0,1.0,,,x qian|q zhang|y zhou|x huang|l wu,x qian|q zhang|y zhou|x huang|l wu
E93-1027,1.0,1.0,1.0,,,m kiyono|j tsujii,m kiyono|j tsujii
W08-0707,0.0,0.0,0.0,p oiwi|jones,o parker jones,o parker jones,p oiwi|jones
W97-0121,0.5,1.0,0.6666666666666666,s finch,,a mikheev,a mikheev|s finch
J07-4003,1.0,1.0,1.0,,,n smith|m johnson,n smith|m johnson
W05-0807,1.0,1.0,1.0,,,e drabek|d yarowsky,e drabek|d yarowsky
W04-2008,1.0,1.0,1.0,,,l shi|r mihalcea,l shi|r mihalcea
P06-1013,1.0,1.0,1.0,,,s brody|r navigli|m lapata,s brody|r navigli|m lapata
P01-1061,1.0,1.0,1.0,,,w schuler,w schuler
N13-2004,0.0,0.0,0.0,f jiao,f franky,f franky,f jiao
E12-2014,1.0,1.0,1.0,,,t baldwin|p cook|b han|a harwood|s karunasekera|m moshtaghi,t baldwin|p cook|b han|a harwood|s karunasekera|m moshtaghi
W08-0614,1.0,1.0,1.0,,,h yu|n frid|s mcroy|r prasad|a lee|a joshi,h yu|n frid|s mcroy|r prasad|a lee|a joshi
P12-1045,1.0,1.0,1.0,,,d chen,d chen
C08-1060,1.0,1.0,1.0,,,k lerman|a gilder|m dredze|f pereira,k lerman|a gilder|m dredze|f pereira
L08-1493,1.0,1.0,1.0,,,n tsourakis|m georgescul|p bouillon|m rayner,n tsourakis|m georgescul|p bouillon|m rayner
W10-3604,1.0,1.0,1.0,,,m bapat|h gune|p bhattacharyya,m bapat|h gune|p bhattacharyya
W04-1310,1.0,1.0,1.0,,,a laakso|l smith,a laakso|l smith
P12-2003,1.0,1.0,1.0,,,w che|v spitkovsky|t liu,w che|v spitkovsky|t liu
L08-1113,0.5,0.5,0.5,g sanchis-trilles,g sanchis,g sanchis|j sanchez,g sanchis-trilles|j sanchez
W97-0314,0.6666666666666666,0.6666666666666666,0.6666666666666666,g de rossi,g rossi,r basili|g rossi|m pazienza,r basili|g de rossi|m pazienza
L08-1474,1.0,1.0,1.0,,,t kostoulas|t ganchev|i mporas|n fakotakis,t kostoulas|t ganchev|i mporas|n fakotakis
P13-4022,0.75,0.75,0.75,r van trijp,r trijp,p wellens|r trijp|k beuls|l steels,p wellens|r van trijp|k beuls|l steels
P12-2024,0.75,1.0,0.8571428571428571,f kessler,,y mehdad|m negri|m federico,y mehdad|m negri|m federico|f kessler
W10-1826,1.0,1.0,1.0,,,l hellan,l hellan
P83-1006,1.0,1.0,1.0,,,e mays,e mays
W05-1008,1.0,1.0,1.0,,,t baldwin,t baldwin
P08-3004,1.0,1.0,1.0,,,s liao,s liao
H01-1038,0.9473684210526315,0.9473684210526315,0.9473684210526315,b nunan,b nunam,l hirschman|k concepcion|l damianos|d day|j delmore|l ferro|j griffith|j henderson|j kurtz|i mani|s mardis|t mcentee|k miller|b nunam|j ponte|f reeder|b wellner|g wilson|a yeh,l hirschman|k concepcion|l damianos|d day|j delmore|l ferro|j griffith|j henderson|j kurtz|i mani|s mardis|t mcentee|k miller|b nunan|j ponte|f reeder|b wellner|g wilson|a yeh
S13-2009,1.0,1.0,1.0,,,m filannino|g brown|g nenadic,m filannino|g brown|g nenadic
P03-1010,1.0,1.0,1.0,,,m utiyama|h isahara,m utiyama|h isahara
S13-2087,1.0,1.0,1.0,,,h jain|a mogadala|v varma,h jain|a mogadala|v varma
W07-1409,1.0,1.0,1.0,,,p clark|p harrison|j thompson|w murray|j hobbs|c fellbaum,p clark|w murray|j thompson|p harrison|j hobbs|c fellbaum
W11-0612,1.0,1.0,1.0,,,m nilsson|j nivre,m nilsson|j nivre
P11-2112,1.0,1.0,1.0,,,j suzuki|h isozaki|m nagata,j suzuki|h isozaki|m nagata
D10-1031,1.0,1.0,1.0,,,e blanco|d moldovan,e blanco|d moldovan
W07-0312,1.0,1.0,1.0,,,h hastie|p craven|m orr,h hastie|p craven|m orr
S13-1020,0.5,0.6,0.5454545454545454,arquez|a barron-cede no|m lluis,l marquez|a barron cedeno,a barron cedeno|l marquez|m fuentes|h rodriguez|j turmo,a barron-cede no|m lluis|arquez|m fuentes|h rodriguez|j turmo
W10-3216,0.3333333333333333,0.5,0.4,d misra|s,d sharma,r begum|d sharma,r begum|d misra|s
J03-1006,1.0,1.0,1.0,,,m nederhof,m nederhof
C02-1014,1.0,1.0,1.0,,,a diaz de ilarraza|a mayor|k sarasola,a diaz de ilarraza|a mayor|k sarasola
N10-1144,1.0,1.0,1.0,,,a siddharthan|n katsos,a siddharthan|n katsos
W10-3803,0.6666666666666666,0.6666666666666666,0.6666666666666666,a cngl,a way,j jiang|j du|a way,j jiang|j du|a cngl
C02-2022,1.0,1.0,1.0,,,l cahill|c tiberius,l cahill|c tiberius
W10-1731,0.0,0.0,0.0,f zamora-martinez|g sanchis-trilles,f zamora martinez|g sanchis,f zamora martinez|g sanchis,f zamora-martinez|g sanchis-trilles
P01-1031,1.0,1.0,1.0,,,j ginzburg|r cooper,j ginzburg|r cooper
P10-2014,1.0,1.0,1.0,,,y kato|s matsubara,y kato|s matsubara
S12-1007,1.0,1.0,1.0,,,s katrenko,s katrenko
D13-1194,1.0,1.0,1.0,,,w kessler|j kuhn,w kessler|j kuhn
D09-1002,0.5,0.5,0.5,h,h furstenau,h furstenau|m lapata,h|m lapata
H91-1017,1.0,1.0,1.0,,,s young,s young
P11-4012,0.6,0.6,0.6,i garcia-varea|d ortiz-martinez,i garcia varea|d ortiz martinez,d ortiz martinez|l leiva|v alabau|i garcia varea|f casacuberta,d ortiz-martinez|l leiva|v alabau|i garcia-varea|f casacuberta
P10-1005,1.0,1.0,1.0,,,n reiter|a frank,n reiter|a frank
W09-1602,0.25,0.3333333333333333,0.28571428571428575,jui|t huang|m hasegawa-johnson,j huang|m hasegawa johnson,x zhuang|j huang|m hasegawa johnson,x zhuang|jui|t huang|m hasegawa-johnson
P07-1085,1.0,1.0,1.0,,,f liu|y liu,f liu|y liu
D12-1023,1.0,1.0,1.0,,,m white|r rajkumar,m white|r rajkumar
P13-1118,1.0,1.0,1.0,,,b zeller|j snajder|s pado,b zeller|j snajder|s pado
D13-1132,1.0,1.0,1.0,,,j wang|w zhao|h wei|h yan|x li,j wang|w zhao|h wei|h yan|x li
J06-2005,1.0,1.0,1.0,,,r navigli,r navigli
E93-1038,0.5,1.0,0.6666666666666666,w grammaticamodellen,,m van oostendorp,m van oostendorp|w grammaticamodellen
P07-1107,1.0,1.0,1.0,,,a haghighi|d klein,a haghighi|d klein
N09-2058,1.0,1.0,1.0,,,h zhong|a stent,h zhong|a stent
P10-1092,1.0,1.0,1.0,,,j heinz,j heinz
I05-1079,1.0,1.0,1.0,,,a fujita|k inui|y matsumoto,a fujita|k inui|y matsumoto
P84-1051,1.0,1.0,1.0,,,a laurian,a laurian
W10-4331,1.0,1.0,1.0,,,k funakoshi|m nakano|k kobayashi|t komatsu|s yamada,k funakoshi|m nakano|k kobayashi|t komatsu|s yamada
L08-1060,1.0,1.0,1.0,,,m mohler|r mihalcea,m mohler|r mihalcea
W10-4106,1.0,1.0,1.0,,,y li|w xu|y yan,y li|w xu|y yan
E89-1018,0.5,0.5,0.5,u tieid,u heid,u heid|s raab,u tieid|s raab
W04-1506,0.6666666666666666,0.6666666666666666,0.6666666666666666,a diaz,a diaz de ilarraza,m aranzabe|j arriola|a diaz de ilarraza,m aranzabe|j arriola|a diaz
P09-2033,1.0,1.0,1.0,,,y zhang|y wang|x xue,y zhang|y wang|x xue
W13-1732,1.0,1.0,1.0,,,s lahiri|r mihalcea,s lahiri|r mihalcea
W12-4302,1.0,1.0,1.0,,,a sandor|a de waard,a sandor|a de waard
N09-1001,1.0,1.0,1.0,,,f su|k markert,f su|k markert
N06-2032,1.0,1.0,1.0,,,a rosenberg|j hirschberg,a rosenberg|j hirschberg
C10-3009,1.0,1.0,1.0,,,a bjorkelund|b bohnet|l hafdell|p nugues,a bjorkelund|b bohnet|l hafdell|p nugues
H05-1113,1.0,1.0,1.0,,,s venkatapathy|a joshi,s venkatapathy|a joshi
W10-3306,1.0,1.0,1.0,,,d choi|e kim|s shim|k choi,d choi|e kim|s shim|k choi
C10-2151,1.0,1.0,1.0,,,x wei|f peng|h tseng|y lu|x wang|b dumoulin,x wei|f peng|h tseng|y lu|x wang|b dumoulin
W11-1415,0.0,0.0,0.0,p van|o lt|v lt,p van oosten|v hoste,p van oosten|v hoste,p van|o lt|v lt
P05-1043,1.0,1.0,1.0,,,y lin,y lin
P00-1076,0.5,1.0,0.6666666666666666,khanh,,h phan,h phan|khanh
P98-2162,1.0,1.0,1.0,,,f och|h weber,f och|h weber
D08-1071,0.0,0.0,0.0,h daume,daume|h iii,daume|h iii,h daume
P06-2046,1.0,1.0,1.0,,,c hashimoto|s sato|t utsuro,c hashimoto|s sato|t utsuro
W05-1604,1.0,1.0,1.0,,,n chambers,n chambers
I08-1051,1.0,1.0,1.0,,,a burchardt|s pado|d spohr|a frank|u heid,a burchardt|s pado|d spohr|a frank|u heid
W13-2120,1.0,0.6666666666666666,0.8,,k deemter,d barr|k deemter|r fernandez,d barr|r fernandez
N07-1038,1.0,1.0,1.0,,,b snyder|r barzilay,b snyder|r barzilay
P11-1105,1.0,1.0,1.0,,,n durrani|h schmid|a fraser,n durrani|h schmid|a fraser
I08-1037,0.5,0.6666666666666666,0.5714285714285715,richard|t tsai,r tsai,y wang|r tsai|w hsu,y wang|richard|t tsai|w hsu
H01-1072,0.5,0.5,0.5,s,s kubler,s kubler|e hinrichs,s|e hinrichs
W08-1406,1.0,1.0,1.0,,,r ribeiro|d martins de matos,r ribeiro|d martins de matos
W11-0419,1.0,1.0,1.0,,,j pustejovsky|a stubbs,j pustejovsky|a stubbs
C65-1019,0.0,0.0,0.0,t|tt<><~ / '-_si,j mey,j mey,t|tt<><~ / '-_si
W12-2514,1.0,1.0,1.0,,,a roque,a roque
C08-1059,1.0,0.5,0.6666666666666666,,h schutze,f laws|h schutze,f laws
H05-1029,1.0,1.0,1.0,,,d bohus|a rudnicky,d bohus|a rudnicky
P89-1023,0.3333333333333333,0.5,0.4,t mafia|pazienza,m pazienza,p velardi|m pazienza,p velardi|t mafia|pazienza
W12-3126,1.0,1.0,1.0,,,d mehay|c brew,d mehay|c brew
N06-4009,1.0,1.0,1.0,,,a tribble|b lambert|s fahlman,a tribble|b lambert|s fahlman
W04-2012,1.0,1.0,1.0,,,m tonoike|t utsuro|s sato,m tonoike|t utsuro|s sato
W13-2715,1.0,1.0,1.0,,,d dannells|a ranta|r enache|m damova|m mateva,d dannells|a ranta|r enache|m damova|m mateva
N09-1042,1.0,1.0,1.0,,,h chen|s branavan|r barzilay|d karger,h chen|s branavan|r barzilay|d karger
W05-0634,1.0,1.0,1.0,,,s pradhan|k hacioglu|w ward|j martin|d jurafsky,s pradhan|k hacioglu|w ward|j martin|d jurafsky
L08-1519,0.6666666666666666,0.6666666666666666,0.6666666666666666,m adda-decker,m adda decker,r nemoto|i vasilescu|m adda decker,r nemoto|i vasilescu|m adda-decker
W04-3103,0.5,0.6666666666666666,0.5714285714285715,y xin|qiu,x qiu,m light|x qiu|p srinivasan,m light|y xin|qiu|p srinivasan
W13-2217,1.0,1.0,1.0,,,s green|d cer|k reschke|r voigt|j bauer|s wang|n silveira|j neidert|c manning,s green|d cer|k reschke|r voigt|j bauer|s wang|n silveira|j neidert|c manning
P06-1014,1.0,1.0,1.0,,,r navigli,r navigli
J05-1005,1.0,1.0,1.0,,,p gamallo|a agustini|g lopes,p gamallo|a agustini|g lopes
W07-1607,1.0,1.0,1.0,,,r de felice|s pulman,r de felice|s pulman
D09-1128,1.0,1.0,1.0,,,z huang|g zeng|w xu|a celikyilmaz,z huang|g zeng|w xu|a celikyilmaz
E99-1034,1.0,1.0,1.0,,,j picard,j picard
W08-1208,1.0,1.0,1.0,,,m volk|t marek|y samuelsson,m volk|t marek|y samuelsson
W10-0909,0.7142857142857143,0.8333333333333334,0.7692307692307692,r doppa|janardhan,j doppa,j doppa|m nasresfahani|m sorower|t dietterich|x fern|p tadepalli,janardhan|r doppa|m nasresfahani|m sorower|t dietterich|x fern|p tadepalli
W12-0707,0.3333333333333333,0.5,0.4,a valerio|m,a miceli barone,a miceli barone|g attardi,a valerio|m|g attardi
H89-1043,1.0,1.0,1.0,,,r moore|f pereira|h murveit,r moore|f pereira|h murveit
C10-2103,1.0,1.0,1.0,,,r nagata|k nakatani,r nagata|k nakatani
W06-2903,1.0,1.0,1.0,,,s petrov|l barrett|d klein,s petrov|l barrett|d klein
W05-0835,1.0,1.0,1.0,,,j vilar|e vidal,j vilar|e vidal
P87-1026,1.0,1.0,1.0,,,d besemer|p jacobs,d besemer|p jacobs
W04-1401,1.0,1.0,1.0,,,e yuste,e yuste
P11-1116,1.0,1.0,1.0,,,f zhang|s shi|j liu|s sun|c lin,f zhang|s shi|j liu|s sun|c lin
S13-2111,0.0,0.0,0.0,t fluck|m hofmann-apitius,t bobic|j fluck|m hofmann apitius,t bobic|j fluck|m hofmann apitius,t fluck|m hofmann-apitius
W05-0818,0.6666666666666666,0.6666666666666666,0.6666666666666666,m nunes,m das gracas volpe nunes,h caseli|m das gracas volpe nunes|m forcada,h caseli|m nunes|m forcada
W13-1011,1.0,1.0,1.0,,,m kopotev|l pivovarova|n kochetkova|r yangarber,m kopotev|l pivovarova|n kochetkova|r yangarber
W09-3105,1.0,1.0,1.0,,,j zhang|p fung,j zhang|p fung
S10-1018,0.5,0.5,0.5,h sch,h schutze,h kobdani|h schutze,h kobdani|h sch
W04-0808,0.6666666666666666,0.6666666666666666,0.6666666666666666,d t|v n,v nastase|d tatar,r mihalcea|v nastase|t chklovski|d tatar|d tufis|f hristea,r mihalcea|v n|t chklovski|d t|d tufis|f hristea
N09-3003,1.0,1.0,1.0,,,m kirschner|r bernardi,m kirschner|r bernardi
P09-2044,1.0,1.0,1.0,,,v ganter|m strube,v ganter|m strube
P08-1008,1.0,1.0,1.0,,,e voorhees,e voorhees
W10-4319,1.0,1.0,1.0,,,t koulouri|s lauria,t koulouri|s lauria
L08-1453,1.0,1.0,1.0,,,s scheible,s scheible
W06-1708,1.0,1.0,1.0,,,d fossati|g ghidoni|b eugenio|i cruz|h xiao|r subba,d fossati|g ghidoni|b eugenio|i cruz|h xiao|r subba
W12-3806,0.8,0.8,0.8000000000000002,j ichi tsujii,j tsujii,p stenetorp|s pyysalo|t ohta|s ananiadou|j tsujii,p stenetorp|s pyysalo|t ohta|s ananiadou|j ichi tsujii
P11-1054,1.0,1.0,1.0,,,h chen|e benson|t naseem|r barzilay,h chen|e benson|t naseem|r barzilay
P05-1059,1.0,1.0,1.0,,,h zhang|d gildea,h zhang|d gildea
W10-4321,1.0,1.0,1.0,,,k georgila|m wolters|j moore,k georgila|m wolters|j moore
P13-1123,1.0,1.0,1.0,,,n dethlefs|h hastie|h cuayahuitl|o lemon,n dethlefs|h hastie|h cuayahuitl|o lemon
P86-1018,1.0,1.0,1.0,,,j markowitz|t ahlswede|m evens,j markowitz|t ahlswede|m evens
W10-1718,0.9090909090909091,0.9090909090909091,0.9090909090909091,c callison-burch,c callison burch,z li|c callison burch|c dyer|j ganitkevitch|a irvine|s khudanpur|l schwartz|w thornton|z wang|j weese|o zaidan,z li|c callison-burch|c dyer|j ganitkevitch|a irvine|s khudanpur|l schwartz|w thornton|z wang|j weese|o zaidan
J13-2001,1.0,1.0,1.0,,,y chen|c zong|k su,y chen|c zong|k su
W12-6202,1.0,0.5,0.6666666666666666,,m hulden,d gerdemann|m hulden,d gerdemann
W02-1801,0.6666666666666666,0.6666666666666666,0.6666666666666666,c baobao,b chang,b chang|p danielsson|w teubert,c baobao|p danielsson|w teubert
C10-2114,0.3333333333333333,1.0,0.5,p ro racai|r academy,,o popescu,o popescu|p ro racai|r academy
H05-1081,0.75,0.75,0.75,l arquez,l marquez,l marquez|m surdeanu|p comas|j turmo,l arquez|m surdeanu|p comas|j turmo
W08-0901,1.0,1.0,1.0,,,m dickinson|j herring,m dickinson|j herring
W97-1503,1.0,1.0,1.0,,,f ciravegna|a lavelli|d petrelli|f pianesi,f ciravegna|a lavelli|d petrelli|f pianesi
A00-2038,1.0,1.0,1.0,,,g kondrak,g kondrak
E89-1030,1.0,1.0,1.0,,,l pemberton,l pemberton
P91-1015,1.0,1.0,1.0,,,g van noord,g van noord
W07-2206,1.0,1.0,1.0,,,b djordjevic|j curran|s clark,b djordjevic|j curran|s clark
I08-7016,1.0,1.0,1.0,,,p jaimai|o chimeddorj,p jaimai|o chimeddorj
W00-0107,1.0,1.0,1.0,,,s pollard|a biermann,s pollard|a biermann
W10-3601,1.0,1.0,1.0,,,s abate|l besacier|s seng,s abate|l besacier|s seng
P96-1049,0.0,0.0,0.0,j fosler,e fosler lussier,e fosler lussier,j fosler
N13-1111,1.0,1.0,1.0,,,y hou|k markert|m strube,y hou|k markert|m strube
P13-1092,0.5,1.0,0.6666666666666666,o way,,h poon,h poon|o way
