id,Precision,Recall,F1,FalsePositives,FalseNegatives,Truth,Predicted
I05-1049,-1,0.0,-1,,venkatapathy|joshi,venkatapathy|joshi,
C10-1034,0.0,0.0,0.0,|yeung,jiang|shum|duan|qin|zhou,duan|jiang|qin|zhou|shum,|yeung
W07-2062,-1,0.0,-1,,pighin|moschitti|basili,pighin|moschitti|basili,
L08-1229,-1,0.0,-1,,hammarstrom|thornell|petzell|westerlund,hammarstrom|thornell|petzell|westerlund,
D13-1035,-1,0.0,-1,,cadilhac|asher|benamara|lascarides,cadilhac|asher|benamara|lascarides,
W04-1313,-1,0.0,-1,,xanthos,xanthos,
W07-0720,0.5,0.125,0.2,patrik lambert,costa jussa|marino|lambert|banches|fonollosa|r|khalilov,costa jussa|crego|lambert|khalilov|fonollosa|r|marino|banches,crego|patrik lambert
P13-2013,-1,0.0,-1,,biran|mckeown,biran|mckeown,
W06-1627,0.0,0.0,0.0,and daniel gildea,zhang|gildea,zhang|gildea,and daniel gildea
W05-1302,-1,0.0,-1,,wellner|castano|pustejovsky,wellner|castano|pustejovsky,
W10-4332,-1,0.0,-1,,putois|laroche|bretier,putois|laroche|bretier,
W12-2402,0.0,0.0,0.0,cohen,movshovitz attias|w cohen,movshovitz attias|w cohen,cohen
W01-0714,-1,0.0,-1,,klein|manning,klein|manning,
L08-1159,-1,0.0,-1,,devillers|martin,devillers|martin,
W06-1521,-1,0.0,-1,,salvati,salvati,
W08-1605,-1,0.0,-1,,quarteroni,quarteroni,
C04-1196,0.5,0.3333333333333333,0.4,vincent aleven,aleven|koedinger,popescu|aleven|koedinger,popescu|vincent aleven
P02-1064,-1,0.0,-1,,sassano,sassano,
D11-1048,0.0,0.0,0.0,and sanda harabagiu,rink|harabagiu,rink|harabagiu,and sanda harabagiu
W09-2506,1.0,0.3333333333333333,0.5,,dinu|pinkal,thater|dinu|pinkal,thater
C90-1019,0.0,0.0,0.0,and marc cavazza,zweigenbaum|cavazza,zweigenbaum|cavazza,and marc cavazza
S10-1050,0.0,0.0,0.0,corpora||jian su,su|lan|chen|xu|zhou,chen|lan|su|zhou|xu,corpora||jian su
W12-6209,1.0,1.0,1.0,,,beesley,beesley
H91-1028,-1,0.0,-1,,gagnoulet|sorin,gagnoulet|sorin,
W05-1517,1.0,0.3333333333333333,0.5,,carroll|briscoe,watson|carroll|briscoe,watson
E95-1031,0.5,0.25,0.3333333333333333,gil,lee|kweon|seo,lee|kweon|seo|kim,gil|kim
W07-1705,-1,0.0,-1,,marciniak|mykowiecka,marciniak|mykowiecka,
P03-2031,0.0,0.0,0.0,pinesnow@postech. ac. kr gary geunbae lee dept,an|lee,an|lee|lee,pinesnow@postech. ac. kr gary geunbae lee dept
W10-2910,-1,0.0,-1,,johansson|moschitti,johansson|moschitti,
P13-2151,-1,0.0,-1,,daland|zuraw,daland|zuraw,
S12-1087,-1,0.0,-1,,caputo|basile|semeraro,caputo|basile|semeraro,
W06-1504,-1,0.0,-1,,chiang,chiang,
W04-2113,-1,0.0,-1,,maxwell|poser,maxwell|poser,
P00-1065,-1,0.0,-1,,gildea|jurafsky,gildea|jurafsky,
W10-3105,-1,0.0,-1,,vincze,vincze,
P06-4016,1.0,1.0,1.0,,,wehrli,wehrli
P13-1134,-1,0.0,-1,,hartmann|gurevych,hartmann|gurevych,
W04-2807,0.0,0.0,0.0,applications martha palmer,palmer|babko malaya|dang,palmer|babko malaya|dang,applications martha palmer
W06-2911,-1,0.0,-1,,ando,ando,
H94-1068,0.5,0.4,0.4444444444444445,|and * david sarnoff,lin|de vries|flanagan,che|lin|pearson|de vries|flanagan,che||pearson|and * david sarnoff
W93-0114,-1,0.0,-1,,paik|liddy|yu|mckenna,paik|liddy|yu|mckenna,
P98-2151,1.0,0.5,0.6666666666666666,,hasida,nagao|hasida,nagao
N12-2006,-1,0.0,-1,,packard,packard,
W09-3953,1.0,0.3333333333333333,0.5,,hu|rambow,hu|passonneau|rambow,passonneau
L08-1502,-1,0.0,-1,,schiel|heinrich|barfusser|gilg,schiel|heinrich|barfusser|gilg,
C00-2098,-1,0.0,-1,,ruland,ruland,
P11-2061,1.0,0.5,0.6666666666666666,,uzzaman,uzzaman|allen,allen
W12-1620,-1,0.0,-1,,traum|morbini|forbell|sagae|rizzo|devault,morbini|forbell|devault|sagae|traum|rizzo,
P12-2042,-1,0.0,-1,,chiarcos,chiarcos,
D10-1019,0.6666666666666666,0.4,0.5,qi zhang,zhou|qian|zhang,qian|zhang|zhou|huang|wu,qi zhang|huang|wu
E93-1027,-1,0.0,-1,,kiyono|tsujii,kiyono|tsujii,
W08-0707,-1,0.0,-1,,parker jones,parker jones,
W97-0121,0.0,0.0,0.0,finch,mikheev,mikheev,finch
J07-4003,0.3333333333333333,0.5,0.4,expressive|,johnson,smith|johnson,expressive|smith|
W05-0807,-1,0.0,-1,,drabek|yarowsky,drabek|yarowsky,
W04-2008,0.0,0.0,0.0,and rada mihalcea,shi|mihalcea,shi|mihalcea,and rada mihalcea
P06-1013,-1,0.0,-1,,brody|navigli|lapata,brody|navigli|lapata,
P01-1061,-1,0.0,-1,,schuler,schuler,
N13-2004,-1,0.0,-1,,franky,franky,
E12-2014,0.6666666666666666,0.3333333333333333,0.4444444444444444,bo han,han|karunasekera|harwood|moshtaghi,baldwin|cook|han|harwood|karunasekera|moshtaghi,baldwin|cook|bo han
W08-0614,0.75,0.5,0.6,nadya frid,frid|mcroy|joshi,yu|frid|mcroy|prasad|lee|joshi,yu|nadya frid|prasad|lee
P12-1045,1.0,1.0,1.0,,,chen,chen
C08-1060,-1,0.0,-1,,lerman|gilder|dredze|pereira,lerman|gilder|dredze|pereira,
L08-1493,0.0,0.0,0.0,nikos tsourakis,tsourakis|georgescul|bouillon|rayner,tsourakis|georgescul|bouillon|rayner,nikos tsourakis
W10-3604,-1,0.0,-1,,bapat|gune|bhattacharyya,bapat|gune|bhattacharyya,
W04-1310,-1,0.0,-1,,laakso|smith,laakso|smith,
P12-2003,0.5,0.3333333333333333,0.4,car@ir. hit. edu. cn valentin,che|liu,che|spitkovsky|liu,car@ir. hit. edu. cn valentin|spitkovsky
L08-1113,-1,0.0,-1,,sanchis|sanchez,sanchis|sanchez,
W97-0314,0.0,0.0,0.0,roberto basili,basili|rossi|pazienza,basili|rossi|pazienza,roberto basili
L08-1474,0.0,0.0,0.0,theodoros kostoulas,kostoulas|ganchev|mporas|fakotakis,kostoulas|ganchev|mporas|fakotakis,theodoros kostoulas
P13-4022,-1,0.0,-1,,wellens|trijp|beuls|steels,wellens|trijp|beuls|steels,
P12-2024,0.25,0.3333333333333333,0.28571428571428575,yashar|fondazione|kessler,mehdad|federico,mehdad|negri|federico,yashar|negri|fondazione|kessler
W10-1826,-1,0.0,-1,,hellan,hellan,
P83-1006,-1,0.0,-1,,mays,mays,
W05-1008,-1,0.0,-1,,baldwin,baldwin,
P08-3004,-1,0.0,-1,,liao,liao,
H01-1038,0.0,0.0,0.0,lynette hirschman|tom mcentee|george wilson,ponte|mardis|henderson|damianos|mcentee|mani|ferro|miller|wellner|wilson|delmore|hirschman|concepcion|yeh|reeder|kurtz|griffith|day|nunam,hirschman|concepcion|damianos|day|delmore|ferro|griffith|henderson|kurtz|mani|mardis|mcentee|miller|nunam|ponte|reeder|wellner|wilson|yeh,lynette hirschman|tom mcentee|george wilson
S13-2009,1.0,0.3333333333333333,0.5,,brown|nenadic,filannino|brown|nenadic,filannino
P03-1010,0.0,0.0,0.0,and sentences masao utiyama and hitoshi isahara,utiyama|isahara,utiyama|isahara,and sentences masao utiyama and hitoshi isahara
S13-2087,-1,0.0,-1,,jain|mogadala|varma,jain|mogadala|varma,
W07-1409,-1,0.0,-1,,thompson|hobbs|murray|fellbaum|clark|harrison,clark|harrison|thompson|murray|hobbs|fellbaum,
W11-0612,-1,0.0,-1,,nilsson|nivre,nilsson|nivre,
P11-2112,0.0,0.0,0.0,learning|jun suzuki,suzuki|isozaki|nagata,suzuki|isozaki|nagata,learning|jun suzuki
D10-1031,-1,0.0,-1,,blanco|moldovan,blanco|moldovan,
W07-0312,0.6666666666666666,0.6666666666666666,0.6666666666666666,lockheed,craven,hastie|craven|orr,hastie|orr|lockheed
S13-1020,-1,0.0,-1,,marquez|turmo|fuentes|barron cedeno|rodriguez,barron cedeno|marquez|fuentes|rodriguez|turmo,
W10-3216,-1,0.0,-1,,begum|sharma,begum|sharma,
J03-1006,-1,0.0,-1,,nederhof,nederhof,
C02-1014,0.0,0.0,0.0,and kepa sarasola,diaz de ilarraza|mayor|sarasola,diaz de ilarraza|mayor|sarasola,and kepa sarasola
N10-1144,-1,0.0,-1,,siddharthan|katsos,siddharthan|katsos,
W10-3803,0.0,0.0,0.0,t|jie jiang,jiang|du|way,jiang|du|way,t|jie jiang
C02-2022,-1,0.0,-1,,cahill|tiberius,cahill|tiberius,
W10-1731,-1,0.0,-1,,zamora martinez|sanchis,zamora martinez|sanchis,
P01-1031,-1,0.0,-1,,ginzburg|cooper,ginzburg|cooper,
P10-2014,-1,0.0,-1,,kato|matsubara,kato|matsubara,
S12-1007,-1,0.0,-1,,katrenko,katrenko,
D13-1194,-1,0.0,-1,,kessler|kuhn,kessler|kuhn,
D09-1002,-1,0.0,-1,,furstenau|lapata,furstenau|lapata,
H91-1017,-1,0.0,-1,,young,young,
P11-4012,0.25,0.2,0.22222222222222224,inez|vicent alabau|,alabau|casacuberta|ortiz martinez|garcia varea,ortiz martinez|leiva|alabau|garcia varea|casacuberta,inez|leiva|vicent alabau|
P10-1005,0.0,0.0,0.0,noun|and anette frank department,reiter|frank,reiter|frank,noun|and anette frank department
W09-1602,0.0,0.0,0.0,,zhuang|huang|hasegawa johnson,zhuang|huang|hasegawa johnson,
P07-1085,0.0,0.0,0.0,and yang liu,liu,liu|liu,and yang liu
D12-1023,0.0,0.0,0.0,and rajakrishnan,white|rajkumar,white|rajkumar,and rajakrishnan
P13-1118,0.6666666666666666,0.6666666666666666,0.6666666666666666,,snajder,zeller|snajder|pado,zeller||pado
D13-1132,-1,0.0,-1,,zhao|li|wei|yan|wang,wang|zhao|wei|yan|li,
J06-2005,1.0,1.0,1.0,,,navigli,navigli
E93-1038,-1,0.0,-1,,van oostendorp,van oostendorp,
P07-1107,0.0,0.0,0.0,model|and dan klein,haghighi|klein,haghighi|klein,model|and dan klein
N09-2058,-1,0.0,-1,,zhong|stent,zhong|stent,
P10-1092,-1,0.0,-1,,heinz,heinz,
I05-1079,-1,0.0,-1,,fujita|inui|matsumoto,fujita|inui|matsumoto,
P84-1051,-1,0.0,-1,,laurian,laurian,
W10-4331,-1,0.0,-1,,komatsu|funakoshi|yamada|kobayashi|nakano,funakoshi|nakano|kobayashi|komatsu|yamada,
L08-1060,0.0,0.0,0.0,languages michael mohler,mohler|mihalcea,mohler|mihalcea,languages michael mohler
W10-4106,-1,0.0,-1,,li|xu|yan,li|xu|yan,
E89-1018,-1,0.0,-1,,heid|raab,heid|raab,
W04-1506,-1,0.0,-1,,aranzabe|arriola|diaz de ilarraza,aranzabe|arriola|diaz de ilarraza,
P09-2033,0.0,0.0,0.0,yuejie zhang,zhang|wang|xue,zhang|wang|xue,yuejie zhang
W13-1732,-1,0.0,-1,,lahiri|mihalcea,lahiri|mihalcea,
W12-4302,-1,0.0,-1,,sandor|de waard,sandor|de waard,
N09-1001,-1,0.0,-1,,su|markert,su|markert,
N06-2032,-1,0.0,-1,,rosenberg|hirschberg,rosenberg|hirschberg,
C10-3009,0.3333333333333333,0.25,0.28571428571428575,|orkelund,bjorkelund|bohnet|hafdell,bjorkelund|bohnet|hafdell|nugues,|orkelund|nugues
H05-1113,1.0,0.5,0.6666666666666666,,venkatapathy,venkatapathy|joshi,joshi
W10-3306,0.0,0.0,0.0,and sang - ah shim and key - sun choi,choi|kim|shim,choi|kim|shim|choi,and sang - ah shim and key - sun choi
C10-2151,0.0,0.0,0.0,xing wei,peng|tseng|lu|wei|dumoulin|wang,wei|peng|tseng|lu|wang|dumoulin,xing wei
W11-1415,-1,0.0,-1,,van oosten|hoste,van oosten|hoste,
P05-1043,-1,0.0,-1,,lin,lin,
P00-1076,-1,0.0,-1,,phan,phan,
P98-2162,0.0,0.0,0.0,and rules franz josef och and hans weber,och|weber,och|weber,and rules franz josef och and hans weber
D08-1071,-1,0.0,-1,,daume|iii,daume|iii,
P06-2046,0.75,1.0,0.8571428571428571,meanings,,hashimoto|sato|utsuro,meanings|hashimoto|sato|utsuro
W05-1604,-1,0.0,-1,,chambers,chambers,
I08-1051,-1,0.0,-1,,heid|spohr|burchardt|frank|pado,burchardt|pado|spohr|frank|heid,
W13-2120,-1,0.0,-1,,barr|deemter|fernandez,barr|deemter|fernandez,
N07-1038,0.0,0.0,0.0,algorithm|and regina barzilay,snyder|barzilay,snyder|barzilay,algorithm|and regina barzilay
P11-1105,0.3333333333333333,0.3333333333333333,0.3333333333333333,nadir|alexander,durrani|fraser,durrani|schmid|fraser,nadir|schmid|alexander
I08-1037,1.0,0.6666666666666666,0.8,,tsai,wang|tsai|hsu,wang|hsu
H01-1072,1.0,0.5,0.6666666666666666,,kubler,kubler|hinrichs,hinrichs
W08-1406,-1,0.0,-1,,ribeiro|martins de matos,ribeiro|martins de matos,
W11-0419,1.0,0.5,0.6666666666666666,,stubbs,pustejovsky|stubbs,pustejovsky
C65-1019,-1,0.0,-1,,mey,mey,
W12-2514,-1,0.0,-1,,roque,roque,
C08-1059,-1,0.0,-1,,laws|schutze,laws|schutze,
H05-1029,-1,0.0,-1,,bohus|rudnicky,bohus|rudnicky,
P89-1023,0.0,0.0,0.0,cooccurrences|,velardi|pazienza,velardi|pazienza,cooccurrences|
W12-3126,-1,0.0,-1,,mehay|brew,mehay|brew,
N06-4009,1.0,1.0,1.0,,,tribble|lambert|fahlman,tribble|lambert|fahlman
W04-2012,0.0,0.0,0.0,masatsugu tonoike,tonoike|utsuro|sato,tonoike|utsuro|sato,masatsugu tonoike
W13-2715,-1,0.0,-1,,damova|ranta|enache|dannells|mateva,dannells|ranta|enache|damova|mateva,
N09-1042,0.5,0.5,0.5,permutations|s. r. k. branavan,branavan|barzilay,chen|branavan|barzilay|karger,permutations|chen|s. r. k. branavan|karger
W05-0634,0.5,0.2,0.28571428571428575,and daniel jurafsky,hacioglu|jurafsky|martin|pradhan,pradhan|hacioglu|ward|martin|jurafsky,ward|and daniel jurafsky
L08-1519,0.5,0.3333333333333333,0.4,ioana vasilescu,vasilescu|adda decker,nemoto|vasilescu|adda decker,nemoto|ioana vasilescu
W04-3103,-1,0.0,-1,,light|qiu|srinivasan,light|qiu|srinivasan,
W13-2217,0.0,0.0,0.0,spence green|sida wang,reschke|manning|green|bauer|silveira|voigt|neidert|cer|wang,green|cer|reschke|voigt|bauer|wang|silveira|neidert|manning,spence green|sida wang
P06-1014,0.5,1.0,0.6666666666666666,performance,,navigli,performance|navigli
J05-1005,0.5,0.3333333333333333,0.4,cia universidade cato ´ lica do rio grande,gamallo|agustini,gamallo|agustini|lopes,cia universidade cato ´ lica do rio grande|lopes
W07-1607,0.0,0.0,0.0,and stephen g. pulman,de felice|pulman,de felice|pulman,and stephen g. pulman
D09-1128,-1,0.0,-1,,huang|zeng|xu|celikyilmaz,huang|zeng|xu|celikyilmaz,
E99-1034,1.0,1.0,1.0,,,picard,picard
W08-1208,0.0,0.0,0.0,alignment|and,volk|marek|samuelsson,volk|marek|samuelsson,alignment|and
W10-0909,1.0,0.5,0.6666666666666666,,fern|tadepalli|doppa,doppa|nasresfahani|sorower|dietterich|fern|tadepalli,nasresfahani|sorower|dietterich
W12-0707,-1,0.0,-1,,miceli barone|attardi,miceli barone|attardi,
H89-1043,0.3333333333333333,0.3333333333333333,0.3333333333333333,processing|fernando pereira,pereira|murveit,moore|pereira|murveit,processing|moore|fernando pereira
C10-2103,-1,0.0,-1,,nagata|nakatani,nagata|nakatani,
W06-2903,1.0,1.0,1.0,,,petrov|barrett|klein,petrov|barrett|klein
W05-0835,0.25,0.5,0.3333333333333333,dpto|jvilar@lsi. uji. es enrique vidal,vidal,vilar|vidal,vilar|dpto|jvilar@lsi. uji. es enrique vidal|dpto
P87-1026,0.0,0.0,0.0,and|artificial,besemer|jacobs,besemer|jacobs,and|artificial
W04-1401,-1,0.0,-1,,yuste,yuste,
P11-1116,-1,0.0,-1,,lin|liu|sun|zhang|shi,zhang|shi|liu|sun|lin,
S13-2111,-1,0.0,-1,,bobic|fluck|hofmann apitius,bobic|fluck|hofmann apitius,
W05-0818,0.0,0.0,0.0,transducens,caseli|das gracas volpe nunes|forcada,caseli|das gracas volpe nunes|forcada,transducens
W13-1011,0.0,0.0,0.0,grams mikhail kopotev1 lidia pivovarova,kopotev|pivovarova|kochetkova|yangarber,kopotev|pivovarova|kochetkova|yangarber,grams mikhail kopotev1 lidia pivovarova
W09-3105,0.0,0.0,0.0,and pascale fung human,zhang|fung,zhang|fung,and pascale fung human
S10-1018,-1,0.0,-1,,kobdani|schutze,kobdani|schutze,
W04-0808,-1,0.0,-1,,mihalcea|nastase|chklovski|hristea|tatar|tufis,mihalcea|nastase|chklovski|tatar|tufis|hristea,
N09-3003,-1,0.0,-1,,kirschner|bernardi,kirschner|bernardi,
P09-2044,0.0,0.0,0.0,and michael strube|research,ganter|strube,ganter|strube,and michael strube|research
P08-1008,-1,0.0,-1,,voorhees,voorhees,
W10-4319,-1,0.0,-1,,koulouri|lauria,koulouri|lauria,
L08-1453,-1,0.0,-1,,scheible,scheible,
W06-1708,0.0,0.0,0.0,and gabriele ghidoni and barbara di eugenio and isabel cruz and huiyong xiao and,xiao|fossati|subba|ghidoni|cruz|eugenio,fossati|ghidoni|eugenio|cruz|xiao|subba,and gabriele ghidoni and barbara di eugenio and isabel cruz and huiyong xiao and
W12-3806,-1,0.0,-1,,tsujii|ananiadou|pyysalo|stenetorp|ohta,stenetorp|pyysalo|ohta|ananiadou|tsujii,
P11-1054,0.0,0.0,0.0,regularization|harr chen,chen|benson|naseem|barzilay,chen|benson|naseem|barzilay,regularization|harr chen
P05-1059,0.0,0.0,0.0,and daniel gildea,zhang|gildea,zhang|gildea,and daniel gildea
W10-4321,1.0,0.3333333333333333,0.5,,georgila|wolters,georgila|wolters|moore,moore
P13-1123,-1,0.0,-1,,dethlefs|hastie|cuayahuitl|lemon,dethlefs|hastie|cuayahuitl|lemon,
P86-1018,0.0,0.0,0.0,,markowitz|ahlswede|evens,markowitz|ahlswede|evens,
W10-1718,0.5,0.18181818181818182,0.26666666666666666,n|ziyuan wang,zaidan|dyer|schwartz|irvine|weese|khudanpur|callison burch|ganitkevitch|wang,li|callison burch|dyer|ganitkevitch|irvine|khudanpur|schwartz|thornton|wang|weese|zaidan,li|n|thornton|ziyuan wang
J13-2001,-1,0.0,-1,,chen|zong|su,chen|zong|su,
W12-6202,-1,0.0,-1,,gerdemann|hulden,gerdemann|hulden,
W02-1801,-1,0.0,-1,,chang|danielsson|teubert,chang|danielsson|teubert,
C10-2114,-1,0.0,-1,,popescu,popescu,
H05-1081,0.5,0.25,0.3333333333333333,pere comas,marquez|comas|turmo,marquez|surdeanu|comas|turmo,surdeanu|pere comas
W08-0901,-1,0.0,-1,,dickinson|herring,dickinson|herring,
W97-1503,1.0,1.0,1.0,,,ciravegna|lavelli|petrelli|pianesi,ciravegna|lavelli|petrelli|pianesi
A00-2038,-1,0.0,-1,,kondrak,kondrak,
E89-1030,-1,0.0,-1,,pemberton,pemberton,
P91-1015,0.0,0.0,0.0,van noord lehrstuhl|yimidhirr,van noord,van noord,van noord lehrstuhl|yimidhirr
W07-2206,1.0,0.3333333333333333,0.5,,djordjevic|curran,djordjevic|curran|clark,clark
I08-7016,-1,0.0,-1,,jaimai|chimeddorj,jaimai|chimeddorj,
W00-0107,0.0,0.0,0.0,and alan w. biermann,pollard|biermann,pollard|biermann,and alan w. biermann
W10-3601,-1,0.0,-1,,abate|besacier|seng,abate|besacier|seng,
P96-1049,0.0,0.0,0.0,fosler|c,fosler lussier,fosler lussier,fosler|c
N13-1111,-1,0.0,-1,,hou|markert|strube,hou|markert|strube,
P13-1092,-1,0.0,-1,,poon,poon,
H89-2034,0.0,0.0,0.0,speakers|francis kubala|systems,kubala|schwartz|barry,kubala|schwartz|barry,speakers|francis kubala|systems
W04-0817,0.0,0.0,0.0,ulrike baldewein,baldewein|erk|pado|prescher,baldewein|erk|pado|prescher,ulrike baldewein
L08-1406,0.5,0.5,0.5,tools|chris biemann,biemann|quasthoff,biemann|quasthoff|heyer|holz,tools|chris biemann|heyer|holz
W09-2603,1.0,1.0,1.0,,,gurevich|waterman,gurevich|waterman
P96-1028,-1,0.0,-1,,robin,robin,
P02-1053,-1,0.0,-1,,turney,turney,
D13-1154,0.0,0.0,0.0,and hector martinez and jakob elming and,søgaard|martinez|elming|johannsen,søgaard|martinez|elming|johannsen,and hector martinez and jakob elming and
E06-2024,0.0,0.0,0.0,ao ricardo silva,branco|silva,branco|silva,ao ricardo silva
C02-1157,-1,0.0,-1,,mori,mori,
W13-2412,-1,0.0,-1,,tkachenko|petmanson|laur,tkachenko|petmanson|laur,
P13-1102,1.0,0.5,0.6666666666666666,,johnson,cohen|johnson,cohen
W13-1613,0.0,0.0,0.0,antonio fernandez orquin,gutierrez|munoz|gonzalez|fernandez|montoyo,gutierrez|gonzalez|fernandez|montoyo|munoz,antonio fernandez orquin
N13-2001,0.0,0.0,0.0,c,holen,holen,c
P13-1004,-1,0.0,-1,,cohn|specia,cohn|specia,
W10-1753,0.0,0.0,0.0,du andy way josef van,he|du|way|van genabith,he|du|way|van genabith,du andy way josef van
W11-1207,-1,0.0,-1,,gahbiche braham|bonneau maynard|yvon,gahbiche braham|bonneau maynard|yvon,
W06-3604,-1,0.0,-1,,van den bosch,van den bosch,
C10-1045,0.5,0.5,0.5,and analysis spence green and,green,green|manning,and analysis spence green and|manning
D08-1030,0.5,0.3333333333333333,0.4,,benajiba|rosso,benajiba|diab|rosso,diab|
D12-1041,-1,0.0,-1,,duan|li|zhou,duan|li|zhou,
W09-3206,0.6,0.6,0.6,relatedness eric yeh|stanford. edu,ramage|yeh,yeh|ramage|manning|agirre|soroa,relatedness eric yeh|manning|stanford. edu|agirre|soroa
