id,Precision,Recall,F1,FalsePositives,FalseNegatives,Truth,Predicted
P06-1014,1.0,1.0,1.0,,,nonEmpty,nonEmpty
J05-1005,1.0,1.0,1.0,,,nonEmpty,nonEmpty
W07-1607,-1,0.0,-1,,nonEmpty,nonEmpty,
D09-1128,-1,0.0,-1,,nonEmpty,nonEmpty,
E99-1034,-1,0.0,-1,,nonEmpty,nonEmpty,
W08-1208,-1,0.0,-1,,nonEmpty,nonEmpty,
W10-0909,-1,0.0,-1,,nonEmpty,nonEmpty,
W12-0707,-1,0.0,-1,,nonEmpty,nonEmpty,
H89-1043,1.0,1.0,1.0,,,nonEmpty,nonEmpty
C10-2103,-1,0.0,-1,,nonEmpty,nonEmpty,
W06-2903,-1,0.0,-1,,nonEmpty,nonEmpty,
W05-0835,1.0,1.0,1.0,,,nonEmpty,nonEmpty
P87-1026,1.0,1.0,1.0,,,nonEmpty,nonEmpty
W04-1401,1.0,1.0,1.0,,,nonEmpty,nonEmpty
P11-1116,-1,0.0,-1,,nonEmpty,nonEmpty,
S13-2111,-1,0.0,-1,,nonEmpty,nonEmpty,
W05-0818,-1,0.0,-1,,nonEmpty,nonEmpty,
W13-1011,1.0,1.0,1.0,,,nonEmpty,nonEmpty
W09-3105,1.0,1.0,1.0,,,nonEmpty,nonEmpty
S10-1018,-1,0.0,-1,,nonEmpty,nonEmpty,
W04-0808,-1,0.0,-1,,nonEmpty,nonEmpty,
N09-3003,-1,0.0,-1,,nonEmpty,nonEmpty,
P09-2044,-1,0.0,-1,,nonEmpty,nonEmpty,
P08-1008,-1,0.0,-1,,nonEmpty,nonEmpty,
W10-4319,-1,0.0,-1,,nonEmpty,nonEmpty,
L08-1453,-1,0.0,-1,,nonEmpty,nonEmpty,
W06-1708,-1,0.0,-1,,nonEmpty,nonEmpty,
W12-3806,-1,0.0,-1,,nonEmpty,nonEmpty,
P11-1054,-1,0.0,-1,,nonEmpty,nonEmpty,
P05-1059,-1,0.0,-1,,nonEmpty,nonEmpty,
W10-4321,-1,0.0,-1,,nonEmpty,nonEmpty,
P13-1123,-1,0.0,-1,,nonEmpty,nonEmpty,
P86-1018,1.0,1.0,1.0,,,nonEmpty,nonEmpty
W10-1718,1.0,1.0,1.0,,,nonEmpty,nonEmpty
J13-2001,-1,0.0,-1,,nonEmpty,nonEmpty,
W12-6202,-1,0.0,-1,,nonEmpty,nonEmpty,
W02-1801,-1,0.0,-1,,nonEmpty,nonEmpty,
C10-2114,-1,0.0,-1,,nonEmpty,nonEmpty,
H05-1081,1.0,1.0,1.0,,,nonEmpty,nonEmpty
W08-0901,-1,0.0,-1,,nonEmpty,nonEmpty,
W97-1503,-1,0.0,-1,,nonEmpty,nonEmpty,
A00-2038,-1,0.0,-1,,nonEmpty,nonEmpty,
E89-1030,1.0,1.0,1.0,,,nonEmpty,nonEmpty
P91-1015,1.0,1.0,1.0,,,nonEmpty,nonEmpty
W07-2206,-1,0.0,-1,,nonEmpty,nonEmpty,
I08-7016,-1,0.0,-1,,nonEmpty,nonEmpty,
W00-0107,-1,0.0,-1,,nonEmpty,nonEmpty,
W10-3601,-1,0.0,-1,,nonEmpty,nonEmpty,
P96-1049,1.0,1.0,1.0,,,nonEmpty,nonEmpty
N13-1111,-1,0.0,-1,,nonEmpty,nonEmpty,
P13-1092,-1,0.0,-1,,nonEmpty,nonEmpty,
H89-2034,1.0,1.0,1.0,,,nonEmpty,nonEmpty
W04-0817,1.0,1.0,1.0,,,nonEmpty,nonEmpty
L08-1406,-1,0.0,-1,,nonEmpty,nonEmpty,
W09-2603,-1,0.0,-1,,nonEmpty,nonEmpty,
P96-1028,1.0,1.0,1.0,,,nonEmpty,nonEmpty
P02-1053,-1,0.0,-1,,nonEmpty,nonEmpty,
D13-1154,-1,0.0,-1,,nonEmpty,nonEmpty,
E06-2024,1.0,1.0,1.0,,,nonEmpty,nonEmpty
C02-1157,-1,0.0,-1,,nonEmpty,nonEmpty,
W13-2412,-1,0.0,-1,,nonEmpty,nonEmpty,
P13-1102,-1,0.0,-1,,nonEmpty,nonEmpty,
W13-1613,-1,0.0,-1,,nonEmpty,nonEmpty,
N13-2001,1.0,1.0,1.0,,,nonEmpty,nonEmpty
P13-1004,-1,0.0,-1,,nonEmpty,nonEmpty,
W10-1753,1.0,1.0,1.0,,,nonEmpty,nonEmpty
W11-1207,-1,0.0,-1,,nonEmpty,nonEmpty,
W06-3604,-1,0.0,-1,,nonEmpty,nonEmpty,
C10-1045,-1,0.0,-1,,nonEmpty,nonEmpty,
D08-1030,-1,0.0,-1,,nonEmpty,nonEmpty,
D12-1041,-1,0.0,-1,,nonEmpty,nonEmpty,
W09-3206,1.0,1.0,1.0,,,nonEmpty,nonEmpty
W11-1725,-1,0.0,-1,,nonEmpty,nonEmpty,
W01-1604,-1,0.0,-1,,nonEmpty,nonEmpty,
W10-2101,-1,0.0,-1,,nonEmpty,nonEmpty,
P03-1058,1.0,1.0,1.0,,,nonEmpty,nonEmpty
N06-2010,-1,0.0,-1,,nonEmpty,nonEmpty,
W10-3019,-1,0.0,-1,,nonEmpty,nonEmpty,
H05-1065,-1,0.0,-1,,nonEmpty,nonEmpty,
D12-1081,-1,0.0,-1,,nonEmpty,nonEmpty,
N13-3008,-1,0.0,-1,,nonEmpty,nonEmpty,
I08-1073,1.0,1.0,1.0,,,nonEmpty,nonEmpty
P87-1002,1.0,1.0,1.0,,,nonEmpty,nonEmpty
W10-2309,-1,0.0,-1,,nonEmpty,nonEmpty,
W06-2925,-1,0.0,-1,,nonEmpty,nonEmpty,
E91-1040,1.0,1.0,1.0,,,nonEmpty,nonEmpty
W11-1410,-1,0.0,-1,,nonEmpty,nonEmpty,
S13-2029,1.0,1.0,1.0,,,nonEmpty,nonEmpty
N09-3014,-1,0.0,-1,,nonEmpty,nonEmpty,
W97-0116,-1,0.0,-1,,nonEmpty,nonEmpty,
W01-0703,-1,0.0,-1,,nonEmpty,nonEmpty,
C90-2031,-1,0.0,-1,,nonEmpty,nonEmpty,
W06-3310,-1,0.0,-1,,nonEmpty,nonEmpty,
P06-1024,1.0,1.0,1.0,,,nonEmpty,nonEmpty
P99-1054,-1,0.0,-1,,nonEmpty,nonEmpty,
W98-1425,1.0,1.0,1.0,,,nonEmpty,nonEmpty
H94-1018,1.0,1.0,1.0,,,nonEmpty,nonEmpty
C04-1141,-1,0.0,-1,,nonEmpty,nonEmpty,
I08-2124,1.0,1.0,1.0,,,nonEmpty,nonEmpty
J08-4002,1.0,1.0,1.0,,,nonEmpty,nonEmpty
W04-2405,-1,0.0,-1,,nonEmpty,nonEmpty,
P11-1043,-1,0.0,-1,,nonEmpty,nonEmpty,
W09-1404,-1,0.0,-1,,nonEmpty,nonEmpty,
L08-1323,-1,0.0,-1,,nonEmpty,nonEmpty,
W09-3744,-1,0.0,-1,,nonEmpty,nonEmpty,
W04-2705,-1,0.0,-1,,nonEmpty,nonEmpty,
C08-1039,-1,0.0,-1,,nonEmpty,nonEmpty,
W00-1302,1.0,1.0,1.0,,,nonEmpty,nonEmpty
W08-1129,1.0,1.0,1.0,,,nonEmpty,nonEmpty
W00-0409,-1,0.0,-1,,nonEmpty,nonEmpty,
W02-0406,1.0,1.0,1.0,,,nonEmpty,nonEmpty
E12-2003,-1,0.0,-1,,nonEmpty,nonEmpty,
C04-1012,-1,0.0,-1,,nonEmpty,nonEmpty,
P09-2055,-1,0.0,-1,,nonEmpty,nonEmpty,
P08-1092,-1,0.0,-1,,nonEmpty,nonEmpty,
D10-1090,-1,0.0,-1,,nonEmpty,nonEmpty,
C04-1006,-1,0.0,-1,,nonEmpty,nonEmpty,
W11-1801,-1,0.0,-1,,nonEmpty,nonEmpty,
H91-1003,-1,0.0,-1,,nonEmpty,nonEmpty,
S13-2105,-1,0.0,-1,,nonEmpty,nonEmpty,
W08-1307,-1,0.0,-1,,nonEmpty,nonEmpty,
W97-0303,-1,0.0,-1,,nonEmpty,nonEmpty,
A00-2023,-1,0.0,-1,,nonEmpty,nonEmpty,
W10-3201,-1,0.0,-1,,nonEmpty,nonEmpty,
P98-1087,1.0,1.0,1.0,,,nonEmpty,nonEmpty
S12-1054,-1,0.0,-1,,nonEmpty,nonEmpty,
W11-2703,-1,0.0,-1,,nonEmpty,nonEmpty,
H86-1019,1.0,1.0,1.0,,,nonEmpty,nonEmpty
P11-2047,-1,0.0,-1,,nonEmpty,nonEmpty,
W12-2604,-1,0.0,-1,,nonEmpty,nonEmpty,
D11-1082,-1,0.0,-1,,nonEmpty,nonEmpty,
P06-1117,-1,0.0,-1,,nonEmpty,nonEmpty,
W10-2809,-1,0.0,-1,,nonEmpty,nonEmpty,
P93-1045,1.0,1.0,1.0,,,nonEmpty,nonEmpty
D12-1069,-1,0.0,-1,,nonEmpty,nonEmpty,
D13-1158,-1,0.0,-1,,nonEmpty,nonEmpty,
P99-1013,-1,0.0,-1,,nonEmpty,nonEmpty,
P06-2052,-1,0.0,-1,,nonEmpty,nonEmpty,
E91-1038,-1,0.0,-1,,nonEmpty,nonEmpty,
W98-0204,1.0,1.0,1.0,,,nonEmpty,nonEmpty
W11-0131,-1,0.0,-1,,nonEmpty,nonEmpty,
A00-2001,1.0,1.0,1.0,,,nonEmpty,nonEmpty
W10-0514,-1,0.0,-1,,nonEmpty,nonEmpty,
P10-1140,-1,0.0,-1,,nonEmpty,nonEmpty,
W03-0112,-1,0.0,-1,,nonEmpty,nonEmpty,
N12-1044,-1,0.0,-1,,nonEmpty,nonEmpty,
W03-1729,-1,0.0,-1,,nonEmpty,nonEmpty,
W09-0509,-1,0.0,-1,,nonEmpty,nonEmpty,
P97-1038,-1,0.0,-1,,nonEmpty,nonEmpty,
S10-1006,1.0,1.0,1.0,,,nonEmpty,nonEmpty
P06-2010,-1,0.0,-1,,nonEmpty,nonEmpty,
P07-1030,-1,0.0,-1,,nonEmpty,nonEmpty,
H92-1063,1.0,1.0,1.0,,,nonEmpty,nonEmpty
P10-1063,-1,0.0,-1,,nonEmpty,nonEmpty,
P05-1054,-1,0.0,-1,,nonEmpty,nonEmpty,
I05-3013,1.0,1.0,1.0,,,nonEmpty,nonEmpty
P11-2101,-1,0.0,-1,,nonEmpty,nonEmpty,
W04-2204,1.0,1.0,1.0,,,nonEmpty,nonEmpty
N13-1005,-1,0.0,-1,,nonEmpty,nonEmpty,
P93-1006,-1,0.0,-1,,nonEmpty,nonEmpty,
P07-1114,-1,0.0,-1,,nonEmpty,nonEmpty,
P94-1017,1.0,1.0,1.0,,,nonEmpty,nonEmpty
W04-2604,-1,0.0,-1,,nonEmpty,nonEmpty,
H91-1039,1.0,1.0,1.0,,,nonEmpty,nonEmpty
P11-2031,-1,0.0,-1,,nonEmpty,nonEmpty,
E83-1022,1.0,1.0,1.0,,,nonEmpty,nonEmpty
P89-1001,1.0,1.0,1.0,,,nonEmpty,nonEmpty
I05-1057,1.0,1.0,1.0,,,nonEmpty,nonEmpty
A92-1012,-1,0.0,-1,,nonEmpty,nonEmpty,
W13-3005,-1,0.0,-1,,nonEmpty,nonEmpty,
P92-1022,1.0,1.0,1.0,,,nonEmpty,nonEmpty
P97-1049,-1,0.0,-1,,nonEmpty,nonEmpty,
W04-2316,-1,0.0,-1,,nonEmpty,nonEmpty,
P10-3017,-1,0.0,-1,,nonEmpty,nonEmpty,
C04-1040,1.0,1.0,1.0,,,nonEmpty,nonEmpty
W01-0811,-1,0.0,-1,,nonEmpty,nonEmpty,
P13-1027,-1,0.0,-1,,nonEmpty,nonEmpty,
C04-1112,-1,0.0,-1,,nonEmpty,nonEmpty,
A00-2012,-1,0.0,-1,,nonEmpty,nonEmpty,
W11-1714,-1,0.0,-1,,nonEmpty,nonEmpty,
I08-7020,1.0,1.0,1.0,,,nonEmpty,nonEmpty
S12-1091,-1,0.0,-1,,nonEmpty,nonEmpty,
I08-1022,-1,0.0,-1,,nonEmpty,nonEmpty,
I08-6004,1.0,1.0,1.0,,,nonEmpty,nonEmpty
P10-3001,-1,0.0,-1,,nonEmpty,nonEmpty,
W04-0906,-1,0.0,-1,,nonEmpty,nonEmpty,
D08-1101,-1,0.0,-1,,nonEmpty,nonEmpty,
W02-0213,1.0,1.0,1.0,,,nonEmpty,nonEmpty
W13-2254,-1,0.0,-1,,nonEmpty,nonEmpty,
P13-1067,-1,0.0,-1,,nonEmpty,nonEmpty,
P11-4008,-1,0.0,-1,,nonEmpty,nonEmpty,
D07-1085,-1,0.0,-1,,nonEmpty,nonEmpty,
P07-1078,-1,0.0,-1,,nonEmpty,nonEmpty,
C04-1192,-1,0.0,-1,,nonEmpty,nonEmpty,
N12-1066,-1,0.0,-1,,nonEmpty,nonEmpty,
W06-0131,-1,0.0,-1,,nonEmpty,nonEmpty,
S12-1068,-1,0.0,-1,,nonEmpty,nonEmpty,
W11-0142,-1,0.0,-1,,nonEmpty,nonEmpty,
D08-1025,-1,0.0,-1,,nonEmpty,nonEmpty,
P11-1021,-1,0.0,-1,,nonEmpty,nonEmpty,
C10-2156,-1,0.0,-1,,nonEmpty,nonEmpty,
W97-0901,1.0,1.0,1.0,,,nonEmpty,nonEmpty
W07-2084,-1,0.0,-1,,nonEmpty,nonEmpty,
H05-1048,1.0,1.0,1.0,,,nonEmpty,nonEmpty
W08-2114,-1,0.0,-1,,nonEmpty,nonEmpty,
S10-1071,-1,0.0,-1,,nonEmpty,nonEmpty,
L08-1485,-1,0.0,-1,,nonEmpty,nonEmpty,
W09-1504,1.0,1.0,1.0,,,nonEmpty,nonEmpty
P99-1077,1.0,1.0,1.0,,,nonEmpty,nonEmpty
C02-1061,-1,0.0,-1,,nonEmpty,nonEmpty,
P11-2036,-1,0.0,-1,,nonEmpty,nonEmpty,
C10-1151,1.0,1.0,1.0,,,nonEmpty,nonEmpty
L08-1300,1.0,1.0,1.0,,,nonEmpty,nonEmpty
W11-1307,-1,0.0,-1,,nonEmpty,nonEmpty,
P13-2069,-1,0.0,-1,,nonEmpty,nonEmpty,
W03-0316,-1,0.0,-1,,nonEmpty,nonEmpty,
