id,Precision,Recall,F1,FalsePositives,FalseNegatives,Truth,Predicted
W11-2153,0.0,0.0,0.0,b mt|d martin popel,m popel|d marecek|n green|z zabokrtsky,m popel|d marecek|n green|z zabokrtsky,b mt|d martin popel
D08-1047,-1,0.0,-1,,n okazaki|y tsuruoka|s ananiadou|j tsujii,n okazaki|y tsuruoka|s ananiadou|j tsujii,
P04-1039,-1,0.0,-1,,m diab,m diab,
J03-3004,0.5,0.5,0.5,a,a way,a way|n gough,a|n gough
C10-2109,-1,0.0,-1,,k parton|k mckeown,k parton|k mckeown,
N12-1038,-1,0.0,-1,,m scaiano|d inkpen,m scaiano|d inkpen,
P06-1091,-1,0.0,-1,,c tillmann|t zhang,c tillmann|t zhang,
W00-1006,-1,0.0,-1,,h schauer,h schauer,
W97-1409,0.0,0.0,0.0,t elisabeth andre,e andre|t rist,e andre|t rist,t elisabeth andre
W02-1906,-1,0.0,-1,,f llopis|j vicedo|a ferrandez,f llopis|j vicedo|a ferrandez,
D07-1063,1.0,0.6666666666666666,0.8,,a tamura,a tamura|h takamura|m okumura,h takamura|m okumura
P08-1035,-1,0.0,-1,,t nomoto,t nomoto,
S10-1097,-1,0.0,-1,,a pak|p paroubek,a pak|p paroubek,
P06-2041,0.0,0.0,0.0,j,j hall|j nivre|j nilsson,j hall|j nivre|j nilsson,j
C02-1066,0.0,0.0,0.0,e and nissim francez,e jaeger|n francez|s wintner,e jaeger|n francez|s wintner,e and nissim francez
E89-1007,0.5,1.0,0.6666666666666666,m rules,,g ritchie,m rules|g ritchie
W11-2037,-1,0.0,-1,,r artstein,r artstein,
P10-1050,0.0,0.0,0.0,l kaji|y yoshinaga,n kaji|y fujiwara|n yoshinaga|m kitsuregawa,n kaji|y fujiwara|n yoshinaga|m kitsuregawa,l kaji|y yoshinaga
W02-0708,0.42857142857142855,0.375,0.39999999999999997,e pianta|a kay peterson|d lori levin|d wallace,l levin|d gates|k peterson|d pianta|a lavie,l levin|d gates|d pianta|r cattoni|n mana|k peterson|a lavie|f pianesi,d lori levin|d wallace|a kay peterson|f pianesi|e pianta|r cattoni|n mana
P13-1083,0.0,0.0,0.0,t|m hiroya takamura,t watanabe|m okumura|h takamura|e sumita|a tamura,a tamura|t watanabe|e sumita|h takamura|m okumura,t|m hiroya takamura
N12-1077,-1,0.0,-1,,w yih|v qazvinian,w yih|v qazvinian,
W05-1202,0.0,0.0,0.0,d julie weeds,j weeds|d weir|b keller,j weeds|d weir|b keller,d julie weeds
W09-3415,-1,0.0,-1,,p jaimai|o chimeddorj,p jaimai|o chimeddorj,
H91-1021,0.0,0.0,0.0,m lewis norton|d fritzson|a jim meldlnger,l norton|m linebarger|d dahl|n nguyen,l norton|m linebarger|d dahl|n nguyen,m lewis norton|d fritzson|a jim meldlnger
P94-1003,0.6666666666666666,0.5,0.5714285714285715,s chris brew,c brew|s manandhar,c grover|c brew|s manandhar|m moens,c grover|s chris brew|m moens
W06-1515,-1,0.0,-1,,l kallmeyer|f richter,l kallmeyer|f richter,
C10-1050,0.0,0.0,0.0,h katsuhiko hayashi|k katsuhito sudoh,k hayashi|k duh|h tsukada|k sudoh|s yamamoto,k hayashi|h tsukada|k sudoh|k duh|s yamamoto,h katsuhiko hayashi|k katsuhito sudoh
P09-1025,-1,0.0,-1,,n mcintyre|m lapata,n mcintyre|m lapata,
P06-2125,-1,0.0,-1,,j zhu|j li,j zhu|j li,
L08-1554,-1,0.0,-1,,c bejan|s harabagiu,c bejan|s harabagiu,
W08-0125,0.0,0.0,0.0,m raquel fern ´ andez,s peters|m purver|p ehlen|r fernandez|m frampton,r fernandez|m frampton|p ehlen|m purver|s peters,m raquel fern ´ andez
W03-0418,-1,0.0,-1,,d jones|c thompson,d jones|c thompson,
I05-1049,-1,0.0,-1,,s venkatapathy|a joshi,s venkatapathy|a joshi,
C10-1034,0.0,0.0,0.0,y|m yeung,h shum|m zhou|l jiang|y duan|t qin,y duan|l jiang|t qin|m zhou|h shum,y|m yeung
W07-2062,-1,0.0,-1,,d pighin|a moschitti|r basili,d pighin|a moschitti|r basili,
L08-1229,-1,0.0,-1,,h hammarstrom|c thornell|m petzell|t westerlund,h hammarstrom|c thornell|m petzell|t westerlund,
D13-1035,-1,0.0,-1,,a cadilhac|n asher|f benamara|a lascarides,a cadilhac|n asher|f benamara|a lascarides,
W04-1313,-1,0.0,-1,,a xanthos,a xanthos,
W07-0720,0.5,0.125,0.2,m patrik lambert,j fonollosa|m costa jussa|m khalilov|p lambert|r banches|r|j marino,m costa jussa|j crego|p lambert|m khalilov|j fonollosa|r|j marino|r banches,j crego|m patrik lambert
P13-2013,-1,0.0,-1,,o biran|k mckeown,o biran|k mckeown,
W06-1627,0.0,0.0,0.0,h and daniel gildea,h zhang|d gildea,h zhang|d gildea,h and daniel gildea
W05-1302,-1,0.0,-1,,b wellner|j castano|j pustejovsky,b wellner|j castano|j pustejovsky,
W10-4332,-1,0.0,-1,,g putois|r laroche|p bretier,g putois|r laroche|p bretier,
W12-2402,0.0,0.0,0.0,w cohen,d movshovitz attias|w w cohen,d movshovitz attias|w w cohen,w cohen
W01-0714,-1,0.0,-1,,d klein|c manning,d klein|c manning,
L08-1159,-1,0.0,-1,,l devillers|j martin,l devillers|j martin,
W06-1521,-1,0.0,-1,,s salvati,s salvati,
W08-1605,-1,0.0,-1,,s quarteroni,s quarteroni,
C04-1196,0.5,0.3333333333333333,0.4,a vincent aleven,v aleven|k koedinger,o popescu|v aleven|k koedinger,o popescu|a vincent aleven
P02-1064,-1,0.0,-1,,m sassano,m sassano,
D11-1048,0.0,0.0,0.0,r and sanda harabagiu,b rink|s harabagiu,b rink|s harabagiu,r and sanda harabagiu
W09-2506,1.0,0.3333333333333333,0.5,,g dinu|m pinkal,s thater|g dinu|m pinkal,s thater
C90-1019,0.0,0.0,0.0,p and marc cavazza,p zweigenbaum|m cavazza,p zweigenbaum|m cavazza,p and marc cavazza
S10-1050,0.0,0.0,0.0,corpora|y|z jian su,j su|y xu|m lan|y chen|z zhou,y chen|m lan|j su|z zhou|y xu,corpora|y|z jian su
W12-6209,1.0,1.0,1.0,,,k beesley,k beesley
H91-1028,-1,0.0,-1,,c gagnoulet|c sorin,c gagnoulet|c sorin,
W05-1517,0.0,0.0,0.0,j watson,r watson|j carroll|t briscoe,r watson|j carroll|t briscoe,j watson
E95-1031,0.0,0.0,0.0,k gil|c kim,k lee|c kweon|j seo|g kim,k lee|c kweon|j seo|g kim,k gil|c kim
W07-1705,-1,0.0,-1,,m marciniak|a mykowiecka,m marciniak|a mykowiecka,
P03-2031,0.0,0.0,0.0,pinesnow@postech. ac. kr gary geunbae lee dept,j an|s lee|g lee,j an|s lee|g lee,pinesnow@postech. ac. kr gary geunbae lee dept
W10-2910,-1,0.0,-1,,r johansson|a moschitti,r johansson|a moschitti,
P13-2151,-1,0.0,-1,,r daland|k zuraw,r daland|k zuraw,
S12-1087,-1,0.0,-1,,a caputo|p basile|g semeraro,a caputo|p basile|g semeraro,
W06-1504,-1,0.0,-1,,d chiang,d chiang,
W04-2113,-1,0.0,-1,,m maxwell|w poser,m maxwell|w poser,
P00-1065,-1,0.0,-1,,d gildea|d jurafsky,d gildea|d jurafsky,
W10-3105,-1,0.0,-1,,v vincze,v vincze,
P06-4016,0.0,0.0,0.0,r wehrli,e wehrli,e wehrli,r wehrli
P13-1134,-1,0.0,-1,,s hartmann|i gurevych,s hartmann|i gurevych,
W04-2807,0.0,0.0,0.0,o applications martha palmer,m palmer|o babko malaya|h dang,m palmer|o babko malaya|h dang,o applications martha palmer
W06-2911,-1,0.0,-1,,r ando,r ando,
H94-1068,0.25,0.2,0.22222222222222224,r che|q|and * david sarnoff,c che|q lin|j flanagan|b de vries,c che|q lin|j pearson|b de vries|j flanagan,r che|q|j pearson|and * david sarnoff
W93-0114,-1,0.0,-1,,w paik|e liddy|e yu|m mckenna,w paik|e liddy|e yu|m mckenna,
P98-2151,0.0,0.0,0.0,a nagao,k nagao|k hasida,k nagao|k hasida,a nagao
N12-2006,-1,0.0,-1,,w packard,w packard,
W09-3953,1.0,0.3333333333333333,0.5,,j hu|o rambow,j hu|r passonneau|o rambow,r passonneau
L08-1502,-1,0.0,-1,,f schiel|c heinrich|s barfusser|t gilg,f schiel|c heinrich|s barfusser|t gilg,
C00-2098,-1,0.0,-1,,t ruland,t ruland,
P11-2061,1.0,0.5,0.6666666666666666,,n uzzaman,n uzzaman|j allen,j allen
W12-1620,-1,0.0,-1,,e forbell|d traum|a rizzo|d devault|k sagae|f morbini,f morbini|e forbell|d devault|k sagae|d traum|a rizzo,
P12-2042,-1,0.0,-1,,c chiarcos,c chiarcos,
D10-1019,0.6666666666666666,0.4,0.5,y qi zhang,q zhang|x qian|y zhou,x qian|q zhang|y zhou|x huang|l wu,y qi zhang|x huang|l wu
E93-1027,-1,0.0,-1,,m kiyono|j tsujii,m kiyono|j tsujii,
W08-0707,-1,0.0,-1,,o parker jones,o parker jones,
W97-0121,0.0,0.0,0.0,s finch,a mikheev,a mikheev,s finch
J07-4003,0.3333333333333333,0.5,0.4,e expressive|m,m johnson,n smith|m johnson,e expressive|n smith|m
W05-0807,-1,0.0,-1,,e drabek|d yarowsky,e drabek|d yarowsky,
W04-2008,0.0,0.0,0.0,l and rada mihalcea,l shi|r mihalcea,l shi|r mihalcea,l and rada mihalcea
P06-1013,-1,0.0,-1,,s brody|r navigli|m lapata,s brody|r navigli|m lapata,
P01-1061,-1,0.0,-1,,w schuler,w schuler,
N13-2004,-1,0.0,-1,,f franky,f franky,
E12-2014,0.6666666666666666,0.3333333333333333,0.4444444444444444,a bo han,s karunasekera|a harwood|m moshtaghi|b han,t baldwin|p cook|b han|a harwood|s karunasekera|m moshtaghi,t baldwin|p cook|a bo han
W08-0614,0.75,0.5,0.6,s nadya frid,a joshi|n frid|s mcroy,h yu|n frid|s mcroy|r prasad|a lee|a joshi,h yu|s nadya frid|r prasad|a lee
P12-1045,1.0,1.0,1.0,,,d chen,d chen
C08-1060,-1,0.0,-1,,k lerman|a gilder|m dredze|f pereira,k lerman|a gilder|m dredze|f pereira,
L08-1493,0.0,0.0,0.0,m nikos tsourakis,n tsourakis|m georgescul|p bouillon|m rayner,n tsourakis|m georgescul|p bouillon|m rayner,m nikos tsourakis
W10-3604,-1,0.0,-1,,m bapat|h gune|p bhattacharyya,m bapat|h gune|p bhattacharyya,
W04-1310,-1,0.0,-1,,a laakso|l smith,a laakso|l smith,
P12-2003,0.0,0.0,0.0,car@ir. hit. edu. cn valentin|i spitkovsky,w che|v spitkovsky|t liu,w che|v spitkovsky|t liu,car@ir. hit. edu. cn valentin|i spitkovsky
L08-1113,-1,0.0,-1,,g sanchis|j sanchez,g sanchis|j sanchez,
W97-0314,0.0,0.0,0.0,g roberto basili,r basili|g rossi|m pazienza,r basili|g rossi|m pazienza,g roberto basili
L08-1474,0.0,0.0,0.0,t theodoros kostoulas,t kostoulas|t ganchev|i mporas|n fakotakis,t kostoulas|t ganchev|i mporas|n fakotakis,t theodoros kostoulas
P13-4022,-1,0.0,-1,,p wellens|r trijp|k beuls|l steels,p wellens|r trijp|k beuls|l steels,
P12-2024,0.25,0.3333333333333333,0.28571428571428575,yashar|m fondazione|b kessler,y mehdad|m federico,y mehdad|m negri|m federico,yashar|m negri|m fondazione|b kessler
W10-1826,-1,0.0,-1,,l hellan,l hellan,
P83-1006,-1,0.0,-1,,e mays,e mays,
W05-1008,-1,0.0,-1,,t baldwin,t baldwin,
P08-3004,-1,0.0,-1,,s liao,s liao,
H01-1038,0.0,0.0,0.0,k lynette hirschman|k tom mcentee|a george wilson,a yeh|j kurtz|j griffith|k miller|d day|l ferro|j henderson|b wellner|k concepcion|f reeder|s mardis|j delmore|l hirschman|l damianos|t mcentee|j ponte|b nunam|i mani|g wilson,l hirschman|k concepcion|l damianos|d day|j delmore|l ferro|j griffith|j henderson|j kurtz|i mani|s mardis|t mcentee|k miller|b nunam|j ponte|f reeder|b wellner|g wilson|a yeh,k lynette hirschman|k tom mcentee|a george wilson
S13-2009,0.0,0.0,0.0,g filannino,m filannino|g brown|g nenadic,m filannino|g brown|g nenadic,g filannino
P03-1010,0.0,0.0,0.0,and sentences masao utiyama and hitoshi isahara,m utiyama|h isahara,m utiyama|h isahara,and sentences masao utiyama and hitoshi isahara
S13-2087,-1,0.0,-1,,h jain|a mogadala|v varma,h jain|a mogadala|v varma,
W07-1409,-1,0.0,-1,,w murray|j thompson|p harrison|c fellbaum|j hobbs|p clark,p clark|p harrison|j thompson|w murray|j hobbs|c fellbaum,
W11-0612,-1,0.0,-1,,m nilsson|j nivre,m nilsson|j nivre,
P11-2112,0.0,0.0,0.0,learning|h jun suzuki,j suzuki|h isozaki|m nagata,j suzuki|h isozaki|m nagata,learning|h jun suzuki
D10-1031,-1,0.0,-1,,e blanco|d moldovan,e blanco|d moldovan,
W07-0312,0.3333333333333333,0.3333333333333333,0.3333333333333333,p orr|lockheed,p craven|m orr,h hastie|p craven|m orr,h hastie|p orr|lockheed
S13-1020,-1,0.0,-1,,a barron cedeno|l marquez|j turmo|m fuentes|h rodriguez,a barron cedeno|l marquez|m fuentes|h rodriguez|j turmo,
W10-3216,-1,0.0,-1,,r begum|d sharma,r begum|d sharma,
J03-1006,-1,0.0,-1,,m nederhof,m nederhof,
C02-1014,0.0,0.0,0.0,a and kepa sarasola,a diaz de ilarraza|a mayor|k sarasola,a diaz de ilarraza|a mayor|k sarasola,a and kepa sarasola
N10-1144,-1,0.0,-1,,a siddharthan|n katsos,a siddharthan|n katsos,
W10-3803,0.0,0.0,0.0,s t|j jie jiang,j jiang|j du|a way,j jiang|j du|a way,s t|j jie jiang
C02-2022,-1,0.0,-1,,l cahill|c tiberius,l cahill|c tiberius,
W10-1731,-1,0.0,-1,,f zamora martinez|g sanchis,f zamora martinez|g sanchis,
P01-1031,-1,0.0,-1,,j ginzburg|r cooper,j ginzburg|r cooper,
P10-2014,-1,0.0,-1,,y kato|s matsubara,y kato|s matsubara,
S12-1007,-1,0.0,-1,,s katrenko,s katrenko,
D13-1194,-1,0.0,-1,,w kessler|j kuhn,w kessler|j kuhn,
D09-1002,-1,0.0,-1,,h furstenau|m lapata,h furstenau|m lapata,
H91-1017,-1,0.0,-1,,s young,s young,
P11-4012,0.25,0.2,0.22222222222222224,l inez|i vicent alabau|f,v alabau|i garcia varea|f casacuberta|d ortiz martinez,d ortiz martinez|l leiva|v alabau|i garcia varea|f casacuberta,l inez|l leiva|i vicent alabau|f
P10-1005,0.0,0.0,0.0,noun|p and anette frank department,n reiter|a frank,n reiter|a frank,noun|p and anette frank department
W09-1602,0.0,0.0,0.0,x,x zhuang|j huang|m hasegawa johnson,x zhuang|j huang|m hasegawa johnson,x
P07-1085,0.0,0.0,0.0,f and yang liu,f liu|y liu,f liu|y liu,f and yang liu
D12-1023,0.0,0.0,0.0,m and rajakrishnan,m white|r rajkumar,m white|r rajkumar,m and rajakrishnan
P13-1118,0.3333333333333333,0.3333333333333333,0.3333333333333333,zeller|j,b zeller|j snajder,b zeller|j snajder|s pado,zeller|j|s pado
D13-1132,-1,0.0,-1,,h wei|j wang|h yan|x li|w zhao,j wang|w zhao|h wei|h yan|x li,
J06-2005,0.0,0.0,0.0,g navigli,r navigli,r navigli,g navigli
E93-1038,-1,0.0,-1,,m van oostendorp,m van oostendorp,
P07-1107,0.0,0.0,0.0,model|a and dan klein,a haghighi|d klein,a haghighi|d klein,model|a and dan klein
N09-2058,-1,0.0,-1,,h zhong|a stent,h zhong|a stent,
P10-1092,-1,0.0,-1,,j heinz,j heinz,
I05-1079,-1,0.0,-1,,a fujita|k inui|y matsumoto,a fujita|k inui|y matsumoto,
P84-1051,-1,0.0,-1,,a laurian,a laurian,
W10-4331,-1,0.0,-1,,m nakano|k funakoshi|k kobayashi|s yamada|t komatsu,k funakoshi|m nakano|k kobayashi|t komatsu|s yamada,
L08-1060,0.0,0.0,0.0,r languages michael mohler,m mohler|r mihalcea,m mohler|r mihalcea,r languages michael mohler
W10-4106,-1,0.0,-1,,y li|w xu|y yan,y li|w xu|y yan,
E89-1018,-1,0.0,-1,,u heid|s raab,u heid|s raab,
W04-1506,-1,0.0,-1,,m aranzabe|j arriola|a diaz de ilarraza,m aranzabe|j arriola|a diaz de ilarraza,
P09-2033,0.0,0.0,0.0,y yuejie zhang,y zhang|y wang|x xue,y zhang|y wang|x xue,y yuejie zhang
W13-1732,-1,0.0,-1,,s lahiri|r mihalcea,s lahiri|r mihalcea,
W12-4302,-1,0.0,-1,,a sandor|a de waard,a sandor|a de waard,
N09-1001,-1,0.0,-1,,f su|k markert,f su|k markert,
N06-2032,-1,0.0,-1,,a rosenberg|j hirschberg,a rosenberg|j hirschberg,
C10-3009,0.0,0.0,0.0,a|orkelund|b nugues,a bjorkelund|b bohnet|l hafdell|p nugues,a bjorkelund|b bohnet|l hafdell|p nugues,a|orkelund|b nugues
H05-1113,1.0,0.5,0.6666666666666666,,s venkatapathy,s venkatapathy|a joshi,a joshi
W10-3306,0.0,0.0,0.0,e and sang - ah shim and key - sun choi,d choi|e kim|s shim|k choi,d choi|e kim|s shim|k choi,e and sang - ah shim and key - sun choi
C10-2151,0.0,0.0,0.0,f xing wei,x wang|f peng|h tseng|b dumoulin|x wei|y lu,x wei|f peng|h tseng|y lu|x wang|b dumoulin,f xing wei
W11-1415,-1,0.0,-1,,p van oosten|v hoste,p van oosten|v hoste,
P05-1043,-1,0.0,-1,,y lin,y lin,
P00-1076,-1,0.0,-1,,h phan,h phan,
P98-2162,0.0,0.0,0.0,and rules franz josef och and hans weber,f och|h weber,f och|h weber,and rules franz josef och and hans weber
D08-1071,-1,0.0,-1,,daume|h iii,daume|h iii,
P06-2046,0.75,1.0,0.8571428571428571,i meanings,,c hashimoto|s sato|t utsuro,i meanings|c hashimoto|s sato|t utsuro
W05-1604,-1,0.0,-1,,n chambers,n chambers,
I08-1051,-1,0.0,-1,,s pado|u heid|a frank|d spohr|a burchardt,a burchardt|s pado|d spohr|a frank|u heid,
W13-2120,-1,0.0,-1,,d barr|k deemter|r fernandez,d barr|k deemter|r fernandez,
N07-1038,0.0,0.0,0.0,algorithm|b and regina barzilay,b snyder|r barzilay,b snyder|r barzilay,algorithm|b and regina barzilay
P11-1105,0.0,0.0,0.0,nadir|d schmid|alexander,n durrani|h schmid|a fraser,n durrani|h schmid|a fraser,nadir|d schmid|alexander
I08-1037,0.5,0.3333333333333333,0.4,r hsu,r tsai|w hsu,y wang|r tsai|w hsu,y wang|r hsu
H01-1072,1.0,0.5,0.6666666666666666,,s kubler,s kubler|e hinrichs,e hinrichs
W08-1406,-1,0.0,-1,,r ribeiro|d martins de matos,r ribeiro|d martins de matos,
W11-0419,1.0,0.5,0.6666666666666666,,a stubbs,j pustejovsky|a stubbs,j pustejovsky
C65-1019,-1,0.0,-1,,j mey,j mey,
W12-2514,-1,0.0,-1,,a roque,a roque,
C08-1059,-1,0.0,-1,,f laws|h schutze,f laws|h schutze,
H05-1029,-1,0.0,-1,,d bohus|a rudnicky,d bohus|a rudnicky,
P89-1023,0.0,0.0,0.0,cooccurrences|p,p velardi|m pazienza,p velardi|m pazienza,cooccurrences|p
W12-3126,-1,0.0,-1,,d mehay|c brew,d mehay|c brew,
N06-4009,1.0,1.0,1.0,,,a tribble|b lambert|s fahlman,a tribble|b lambert|s fahlman
W04-2012,0.0,0.0,0.0,t masatsugu tonoike,m tonoike|t utsuro|s sato,m tonoike|t utsuro|s sato,t masatsugu tonoike
W13-2715,-1,0.0,-1,,r enache|d dannells|m damova|a ranta|m mateva,d dannells|a ranta|r enache|m damova|m mateva,
N09-1042,0.5,0.5,0.5,l permutations|r s. r. k. branavan,s branavan|r barzilay,h chen|s branavan|r barzilay|d karger,l permutations|h chen|r s. r. k. branavan|d karger
W05-0634,0.5,0.2,0.28571428571428575,j and daniel jurafsky,s pradhan|k hacioglu|d jurafsky|j martin,s pradhan|k hacioglu|w ward|j martin|d jurafsky,w ward|j and daniel jurafsky
L08-1519,0.5,0.3333333333333333,0.4,m ioana vasilescu,i vasilescu|m adda decker,r nemoto|i vasilescu|m adda decker,r nemoto|m ioana vasilescu
W04-3103,-1,0.0,-1,,m light|x qiu|p srinivasan,m light|x qiu|p srinivasan,
W13-2217,0.0,0.0,0.0,d spence green|n sida wang,n silveira|s wang|r voigt|k reschke|j neidert|j bauer|c manning|d cer|s green,s green|d cer|k reschke|r voigt|j bauer|s wang|n silveira|j neidert|c manning,d spence green|n sida wang
P06-1014,0.5,1.0,0.6666666666666666,d performance,,r navigli,d performance|r navigli
J05-1005,0.5,0.3333333333333333,0.4,c cia universidade cato ´ lica do rio grande,p gamallo|a agustini,p gamallo|a agustini|g lopes,c cia universidade cato ´ lica do rio grande|g lopes
W07-1607,0.0,0.0,0.0,d and stephen g. pulman,r de felice|s pulman,r de felice|s pulman,d and stephen g. pulman
D09-1128,-1,0.0,-1,,z huang|g zeng|w xu|a celikyilmaz,z huang|g zeng|w xu|a celikyilmaz,
E99-1034,1.0,1.0,1.0,,,j picard,j picard
W08-1208,0.0,0.0,0.0,alignment|m and,m volk|t marek|y samuelsson,m volk|t marek|y samuelsson,alignment|m and
W10-0909,1.0,0.5,0.6666666666666666,,p tadepalli|j doppa|x fern,j doppa|m nasresfahani|m sorower|t dietterich|x fern|p tadepalli,m nasresfahani|m sorower|t dietterich
W12-0707,-1,0.0,-1,,a miceli barone|g attardi,a miceli barone|g attardi,
H89-1043,0.3333333333333333,0.3333333333333333,0.3333333333333333,processing|a fernando pereira,f pereira|h murveit,r moore|f pereira|h murveit,processing|r moore|a fernando pereira
C10-2103,-1,0.0,-1,,r nagata|k nakatani,r nagata|k nakatani,
W06-2903,1.0,1.0,1.0,,,s petrov|l barrett|d klein,s petrov|l barrett|d klein
W05-0835,0.25,0.5,0.3333333333333333,dpto|jvilar@lsi. uji. es enrique vidal,e vidal,j vilar|e vidal,j vilar|dpto|jvilar@lsi. uji. es enrique vidal|dpto
P87-1026,0.0,0.0,0.0,d and|p artificial,d besemer|p jacobs,d besemer|p jacobs,d and|p artificial
W04-1401,-1,0.0,-1,,e yuste,e yuste,
P11-1116,-1,0.0,-1,,f zhang|j liu|s sun|c lin|s shi,f zhang|s shi|j liu|s sun|c lin,
S13-2111,-1,0.0,-1,,t bobic|j fluck|m hofmann apitius,t bobic|j fluck|m hofmann apitius,
W05-0818,0.0,0.0,0.0,m transducens,h caseli|m das gracas volpe nunes|m forcada,h caseli|m das gracas volpe nunes|m forcada,m transducens
W13-1011,0.0,0.0,0.0,n grams mikhail kopotev1 lidia pivovarova,m kopotev|l pivovarova|n kochetkova|r yangarber,m kopotev|l pivovarova|n kochetkova|r yangarber,n grams mikhail kopotev1 lidia pivovarova
W09-3105,0.0,0.0,0.0,s and pascale fung human,j zhang|p fung,j zhang|p fung,s and pascale fung human
S10-1018,-1,0.0,-1,,h kobdani|h schutze,h kobdani|h schutze,
W04-0808,-1,0.0,-1,,d tatar|f hristea|v nastase|d tufis|r mihalcea|t chklovski,r mihalcea|v nastase|t chklovski|d tatar|d tufis|f hristea,
N09-3003,-1,0.0,-1,,m kirschner|r bernardi,m kirschner|r bernardi,
P09-2044,0.0,0.0,0.0,l and michael strube|e research,v ganter|m strube,v ganter|m strube,l and michael strube|e research
P08-1008,-1,0.0,-1,,e voorhees,e voorhees,
W10-4319,-1,0.0,-1,,t koulouri|s lauria,t koulouri|s lauria,
L08-1453,-1,0.0,-1,,s scheible,s scheible,
W06-1708,0.0,0.0,0.0,and gabriele ghidoni and barbara di eugenio and isabel cruz and huiyong xiao and,g ghidoni|d fossati|i cruz|r subba|b eugenio|h xiao,d fossati|g ghidoni|b eugenio|i cruz|h xiao|r subba,and gabriele ghidoni and barbara di eugenio and isabel cruz and huiyong xiao and
W12-3806,-1,0.0,-1,,s ananiadou|s pyysalo|j tsujii|t ohta|p stenetorp,p stenetorp|s pyysalo|t ohta|s ananiadou|j tsujii,
P11-1054,0.0,0.0,0.0,regularization|e harr chen,h chen|e benson|t naseem|r barzilay,h chen|e benson|t naseem|r barzilay,regularization|e harr chen
P05-1059,0.0,0.0,0.0,h and daniel gildea,h zhang|d gildea,h zhang|d gildea,h and daniel gildea
W10-4321,1.0,0.3333333333333333,0.5,,k georgila|m wolters,k georgila|m wolters|j moore,j moore
P13-1123,-1,0.0,-1,,n dethlefs|h hastie|h cuayahuitl|o lemon,n dethlefs|h hastie|h cuayahuitl|o lemon,
P86-1018,0.0,0.0,0.0,t,j markowitz|t ahlswede|m evens,j markowitz|t ahlswede|m evens,t
W10-1718,0.0,0.0,0.0,c li|w n|g thornton|j ziyuan wang,j weese|j ganitkevitch|o zaidan|z wang|w thornton|s khudanpur|a irvine|c callison burch|c dyer|z li|l schwartz,z li|c callison burch|c dyer|j ganitkevitch|a irvine|s khudanpur|l schwartz|w thornton|z wang|j weese|o zaidan,c li|w n|g thornton|j ziyuan wang
J13-2001,-1,0.0,-1,,y chen|c zong|k su,y chen|c zong|k su,
W12-6202,-1,0.0,-1,,d gerdemann|m hulden,d gerdemann|m hulden,
